,InChIKey,CanonicalSMILES,Status,Confidence Score
87,PWIYPRPUGZDXNO-GPVYEGESSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=NC(=C4)Cl)OC,-1,0.5681818181818182
88,MKMLLHCYCWEQHJ-YRNVUSSQSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=C(C=C4)F)F,-1,0.5681818181818182
89,VAPKETCXHSBIDS-FGZHOGPDSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=C(C(=CC=C3)F)F)C4CCCCN(C4)C(=O)C=C)CN5CCC(C5)OC,-1,0.5681818181818182
90,IXTGHDWXMXJODY-QWDXWUACSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CN=CC(=C4)C,-1,0.5681818181818182
91,FNGWXUSKVKNLMN-NBILRRPASA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCNC(C)(C)C)C(=CC=C3)Cl,-1,0.5681818181818182
92,ULJPGJAUFNXESQ-MDWZMJQESA-N,CC1=NOC(=N1)C2=C3C(=CC=C2)N=C(N3C4CN(CCOC4)C(=O)C=CCN(C)C)NC(=O)C5=CC=CC=C5,-1,1.0
93,UFACVKOFSXJDSC-AEVNEEFTSA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCNC5CC5)C(=CC=C3)Cl,-1,0.5681818181818182
94,NFXHWQPAWCTQTR-JOCHJYFZSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CC(C5)(F)F,-1,0.5681818181818182
95,DKAMBEHAQOUWDB-XYOKQWHBSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=NC=C4)OC,-1,0.5681818181818182
96,ORDHNWHVCPQQRX-XYOKQWHBSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CN=C(C=C4)OC,-1,0.5681818181818182
97,SSPRHDVETPIMAW-YRNVUSSQSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=NC=NC=C4,-1,0.5681818181818182
98,BXJXSACPNOQRDE-RUZDIDTESA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CCCCC5,-1,0.5681818181818182
99,BYUZDVSTUSMHRQ-RIYZIHGNSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=CC=C4)N5C=NN=N5,-1,0.5681818181818182
100,ZEWPHRODMPGNAD-UHFFFAOYSA-N,C1=CC=C(C=C1)NC2=NC=NC3=CC(=C(C=C32)O)O,-1,0.5681818181818182
101,IOMMMLWIABWRKL-OEMHODTASA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCN(C)C)C(=CC=C3)Cl,-1,0.5681818181818182
102,AAQCNKXELQZHGC-DHXBXMGCSA-N,CC=CC(=O)N1CCCCC(C1)N2C3=C(C=CC(=C3Cl)OCCN4CCCC4)N=C2NC(=O)C5=CC(=NC=C5)C,-1,0.5681818181818182
103,VWWHXDGCALREQG-MEJUDOHFSA-N,CN(C)CC=CC(=O)N1CCCCC(C1)N2C3=C(C=CC=C3Cl)N=C2NC(=O)C4=CC(=NC=C4)P(=O)(C)C,-1,0.5681818181818182
104,FIEVDKPXHAPDIU-JOCHJYFZSA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=C)C(=C(C=C3)OCCN5CCCC5)Cl,-1,0.5681818181818182
105,UQLIJVPLMFPORY-HSRJRILOSA-N,CC1=CC(=CC(=N1)C)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCN(C)C)C(=CC=C3)Cl,-1,0.5681818181818182
106,XBOWFZGBAMQXDI-BEBFYNPSSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CN=C(S4)C,-1,0.5681818181818182
107,VPYIGPZDJRFBDM-QMASLXIKSA-N,CC=CC(=O)N1CCCCC(C1)N2C3=C(C=CC(=C3Cl)OCCN4CCCC4)N=C2NC(=O)C5=CC(=NC(=C5)C)C,-1,0.5681818181818182
108,QGLHPLZXXVMLMK-VMLCMGRWSA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCNC5(CC5)C)C(=CC=C3)Cl,-1,0.5681818181818182
109,RWFZOCMKERWXEI-UKTHLTGXSA-N,CC1=CC(=CC(=N1)P(=O)(C)C)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCN(C)C)C(=CC=C3)Cl,-1,0.5681818181818182
110,RWFZOCMKERWXEI-TZTLJZABSA-N,CC1=CC(=CC(=N1)P(=O)(C)C)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCN(C)C)C(=CC=C3)Cl,-1,0.5681818181818182
111,OXGZRQPSOZDAAD-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,-1,0.5681818181818182
112,MPWRXIHSVRWQQY-UHFFFAOYSA-N,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)C(=O)NCCCN.Cl,-1,0.5681818181818182
113,MFQPXLMEVXYXBV-UHFFFAOYSA-N,C1=CC=C(C=C1)COC2=CC=CC(=C2)NC3=NC=NC4=CC=CC=C43.Cl,-1,0.5681818181818182
114,SARYXZNCCIJXRI-NRFANRHFSA-N,CC1=C2C(=C(C=NN2C=C1C(=O)N3CCCC3CO)C#N)NC4=CC=C(C=C4)OC5=CC=CC=C5,-1,0.5681818181818182
115,LHPLMQAENNEPAD-UHFFFAOYSA-O,CN1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=CC4=C(C[N+]5=C(C=CN=C5N4)C6=CN=CC=C6)C=C3,1,0.9090909090909091
116,ROICSKVBYUQUKQ-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4.C(C(C(=O)O)O)(C(=O)O)O,-1,0.5681818181818182
117,VTMJQSPPJIJGNW-UHFFFAOYSA-N,CS(=O)(=O)CCNC1=NC(=CS1)C2=CC3=C(C=C2)N=CN=C3NC4=CC=C(C=C4)OCC5=CC(=CC=C5)C(F)(F)F,-1,0.5681818181818182
118,LFJRDQBYPYZMLW-UHFFFAOYSA-N,CS(=O)(=O)CCNC1=NC(=CS1)C2=CC3=C(C=C2)N=CN=C3NC4=CC=C(C=C4)OCC5=CC=CC=C5,-1,0.5681818181818182
119,XQUZETKLGCMJIF-UHFFFAOYSA-N,CS(=O)(=O)CCNC1=NC(=CS1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)F)Cl,-1,0.5681818181818182
120,LYKORKBUGRQTBH-UHFFFAOYSA-N,CS(=O)(=O)CCNC1=NC(=CS1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC=CC=C5)Cl,-1,0.5681818181818182
121,PYTBGGBGRRJDNT-UHFFFAOYSA-N,CS(=O)(=O)CCNC1=NC(=CS1)C2=CC3=C(C=C2)N=CN=C3NC4=CC5=C(C=C4)N(N=C5)CC6=CC=CC=C6,-1,0.5227272727272727
