	Sample: GSM3024567	Sample: GSM3024568	Sample: GSM3024569	Sample: GSM3024570	Sample: GSM3024571	Sample: GSM3024572
Gene: IGF2	1.0061629222594326	0.9877521671152053	1.0047379977642645	-1.0369829300735598	-1.0200453211607354	-0.9416248359046064
Gene: CKM	1.0021157587372242	0.9945330771643346	1.0022243172336545	-1.0540630221062424	-0.9690655285790433	-0.9757446024499276
Gene: TNNC1	0.9921014259964711	0.9929731930839317	1.0088174871922633	-1.0224126636761706	-1.0937513520420277	-0.8777280905544669
Gene: TF	-1.010778147947574	-0.9881445110333728	-1.0009100880322188	1.0045720076405635	1.0114022440282773	0.9838584953443236
Gene: TNNC2	0.999312312404138	0.9982845830605783	0.9984468510277563	-0.9490259738197986	-0.9456773394857674	-1.1013404331869063
Gene: C4B_2	-0.895305607026704	-0.8738389452052516	-1.2118557485849253	1.0428944672300224	0.9535121378539624	0.984593695732896
Gene: KRT17	1.002843812473687	1.0025449203862054	0.9945966293384919	-0.9987362351156106	-1.0031159127624956	-0.9981332143202774
Gene: TPRX1	-1.1497301939289426	-0.9204335942395657	-0.9207458711477795	0.9842887054038824	1.0263478227435376	0.9802731311688677
Gene: UTY	-1.0138319581490285	-0.9289586292534853	-1.0551335851696242	1.0023401644308514	1.000047132936158	0.9955368752051285
Gene: DES	1.0029727627627323	0.9959605844597815	1.0004981187495292	-0.973089029751842	-0.9889063103162788	-1.0374361259039222
Gene: TNNI2	1.0045764586607602	0.9868620782196393	1.0082629628355584	-0.9899846495416239	-0.9850511059184397	-1.0246657442558953
Gene: TPH1	-0.8933718897024713	-1.1114243480234978	-0.989206381970871	0.9983487276257734	0.9916662335410137	1.0039876585300527
Gene: KRT5	0.9989579681539047	1.0001107033894832	0.9991407954570872	-0.9405162318434597	-0.9975598606796107	-1.0601333744774046
Gene: COL1A2	1.0018255392994464	1.0006111760261738	0.997526447636524	-1.0074931813698365	-0.9910859518269347	-1.0013840297653704
Gene: SMPX	0.9990343059945226	0.9790764688438517	0.9921273784359776	-1.1611733123755796	-0.7117349517176558	-1.0973298891811167
Gene: MYOZ2	0.9885401346013272	0.9939421160271742	0.9915159502014926	-0.7917722976752752	-1.239108348803331	-0.9431175543513877
Gene: MYH2	1.00041813011822	0.9880191135972936	1.007459021753301	-0.9134671458299537	-1.092839989185208	-0.9895891304536526
Gene: KRT13	0.9916616035841123	0.9948167317021666	1.005978271380116	-0.9483307804746055	-1.1369502186735183	-0.9071756075182706
Gene: GUCA1C	-1.1017058041003556	-1.1017058041003556	-0.7791957095710512	0.9975783770473136	0.9947641925760096	0.9902647481484393
Gene: PDE6H	-1.1545979271681872	-1.0429262563886266	-0.7843681142061067	0.9960855875351178	0.9990053565405376	0.986801353687265
Gene: RS1	-0.9675667797652221	-1.044723778796211	-0.9868229987398321	1.0142316648705745	0.9937035615351084	0.9911783308955823
Gene: CSRP3	0.9955344008312655	0.996894691195114	1.0021166561392725	-1.1127802296675675	-0.9086813146107354	-0.9730842038873488
Gene: NXPH1	-0.9022072925290398	-1.046944383472394	-1.047281682366463	1.011677785597032	0.9947498434761058	0.9900057292947588
Gene: MYL2	0.9883170436595203	0.9920717359907332	1.01492344479897	-1.0106179170070488	-0.8972178420304275	-1.0874764654117477
Gene: COL12A1	1.0005963919892884	1.0033977226895143	0.9953139289273428	-0.9752933479756424	-0.9817154788313757	-1.0422992167991285
Gene: SMYD1	0.9934908059790326	0.9946588340207136	1.0068553606674782	-1.1127439547348237	-0.9306502147959613	-0.951610831136439
Gene: IGHG3	-0.9525518886245641	-1.0940110812037527	-0.9500148159177968	0.9928564021390813	0.9972251558449852	1.0064962277620468
Gene: NEB	0.9984372884372018	0.999725625035246	1.0015548760997357	-0.977232307816954	-0.99796229528438	-1.0245231864708475
Gene: ZFY	-0.8880819098058954	-1.0951562367958902	-1.011179212305831	1.0166774742113627	0.9818227175338642	0.9959171671623893
Gene: AL513122.2	0.7380426524301176	0.5858471289029054	0.4490605443396447	0.11423299896709184	0.3047354550286379	-2.191918779668397
Gene: CP	-1.002544749264097	-0.9933984477166029	-1.0039976060081528	1.0071367119318109	1.0032550645518505	0.9895490265051918
Gene: LUM	1.0036093703755964	1.0094016032649926	0.9868443480719651	-0.9983697185799655	-0.9884859066122642	-1.0129996965203247
Gene: GNAT2	-1.0759428039004018	-1.0095933779497	-0.9110134338927433	0.9985136497933961	1.0021362969827687	0.9958996689666807
Gene: MAP3K19	-0.8424122902191494	-0.7682696242487843	-1.3403215209940773	0.9685428630824984	1.0069035110778577	0.9755570613016552
Gene: RBP3	-0.9818411084908387	-0.9856616370098362	-1.0320724559786743	0.9905287913336972	1.006038971241431	1.0030074389042223
Gene: HBA2	0.9988445121261776	0.9874996936095588	1.01279701508718	-0.955436234539191	-1.0311467977429287	-1.012558188540797
Gene: HBA1	1.0085117342039627	0.9884256725656262	1.0000936755185557	-1.0841048414530947	-0.976521825188695	-0.9364044156463551
Gene: GPC3	0.9983490970789055	1.008301677922986	0.9923482989178932	-0.9558504087062502	-0.9992873140941959	-1.0438613511193389
Gene: IGHG1	-0.9066984428162548	-1.1383412910778161	-0.9472741511411505	1.002688604787554	1.0002855429443303	0.9893397373033367
Gene: EGFL6	0.9957985259459905	1.008666005839074	0.9913827070043961	-1.003618728981214	-1.0866701543055945	-0.905558355502651
Gene: STAC2	-1.028220096017505	-0.8293138715835041	-1.1304501079121996	0.9852296691505756	1.0225241059001997	0.9802303004624332
Gene: TXLNGY	-1.127140161590821	-0.8724437327421901	-0.9922719834169615	0.9985267737519999	0.991320212404524	1.0020088915934489
Gene: RP11-572P18.1	-0.8022118126840079	-1.0639758109570925	-1.0639758109570925	1.2285036210521412	1.110948098687412	0.5907117148586394
Gene: NRK	1.0008188091218746	1.007779763146784	0.9908659217986143	-0.9961792642636138	-1.0330862374215137	-0.9701989923821459
Gene: MYH7	1.0050545532488009	0.9885106336050633	1.0057525858490077	-0.9587434924520283	-1.0228393325031961	-1.0177349477476483
Gene: HSPB3	0.991180014090287	0.9876068106264713	1.0170555589880235	-1.018500492731816	-1.0767312277098648	-0.9006106632631005
Gene: PTPRN	-1.0892432867410522	-1.0554652015759123	-0.8466235977486848	1.0026326218119301	0.9901188690966687	0.9985805951570513
Gene: THBS2	1.0069774948882164	0.9933198665277341	0.9992940394948073	-0.9706691111165201	-1.0259074956790089	-1.0030147941152296
Gene: KLHL41	0.9995615862323688	1.0084106825938826	0.9912226537978086	-1.0321220804819038	-0.9561648208959441	-1.010908021246213
Gene: MYF5	0.9810277412148456	1.020202064358767	0.9877457266937147	-0.9646860380853479	-0.867857588898132	-1.1564319052838474
Gene: CASQ2	0.9882721519910642	1.00267885058612	1.0077595422181	-1.0246019770132144	-1.0318451940176248	-0.9422633737644462
Gene: GNAT1	-0.9533432290933074	-1.0436505973706134	-1.0018595481702477	0.9828127284045497	1.014215528964917	1.0018251172647015
Gene: RPGRIP1	-1.012311360454435	-0.9371482668078771	-1.0488994493491668	0.9927954496207839	1.0040555731130971	1.0015080538775976
Gene: GPX3	-1.0432561838462067	-0.9751167467227212	-0.9808900116217204	0.9964503245224836	1.007579243384228	0.9952333742839369
Gene: DCN	0.9978498343472232	1.0078100731741881	0.9932295605434296	-0.9459563022077666	-1.0285863871647063	-1.0243467786923666
Gene: AQP4	-0.979995493398889	-0.9628107939394301	-1.0558846873912984	1.0108606611341822	0.9856151305606298	1.0022151830348063
Gene: TTBK1	-1.0822800095294491	-1.1348906705789839	-0.7624173749788408	0.9852919934388408	0.9985954506288462	0.9957006110195867
Gene: KRT12	0.9936623993870569	1.0020330955036727	1.0037133827440041	-1.004587488562776	-1.0311149044653012	-0.963706484606657
Gene: TBR1	-1.0205719828723618	-0.9664869390410304	-1.0124924335950924	1.007680991232573	0.9962018466985457	0.9956685175773661
Gene: TFF1	-0.9195755355508626	-1.0933746436843712	-0.9831808387148159	0.998120680948381	0.9995593475461956	0.9984509894554736
Gene: KRT19	0.996298041230479	0.9927154339844494	1.0020057023324784	-1.038878234113374	-0.8472377588054805	-1.104903184628553
Gene: USP9Y	-0.9890884525111596	-1.0441319090556649	-0.9658345135732112	1.018097403375937	0.9861366878733083	0.9948207838907904
Gene: PCDHA2	-1.096363468354356	-1.0906364308098155	-0.7984015274343564	1.0016856377974548	0.9994749706077943	0.984240818193279
Gene: TNNT1	1.0015668169346328	0.9909788488702134	1.0050550535221883	-1.0085151066579676	-0.9261481279014386	-1.06293748476763
Gene: KCNV2	-1.1008755395596876	-0.9377148305092872	-0.9574071787215179	0.9968206177355889	1.0076473860753972	0.991529544979506
Gene: ASB5	1.009162047663894	1.002345555467419	0.9802101841738138	-0.9635841316987634	-1.1384169433402975	-0.8897167122660666
Gene: AGTR2	0.9923063121115523	0.9983805416540757	0.9467200080858212	-0.9821274776330895	-0.6268173825396011	-1.3284620016787592
Gene: HBG1	0.9693452490648423	0.9429589873333857	1.0630098623865125	-1.1145019926909947	-0.7463101134027511	-1.1145019926909947
Gene: COL14A1	0.9990210368521057	1.0050273768009812	0.9957909558399723	-0.9815224113642094	-1.0024728104614142	-1.015844147667435
Gene: LIN28B	-0.8472033620549472	-0.9179904678787261	-1.2152001330091953	1.0227856015059804	0.9611553010193462	0.9964530604175423
Gene: RP11-404G16.2	-1.0650519305755943	-0.9663357604592664	-0.96680285705091	1.0148693123654582	0.977333447478397	1.0059877882419155
Gene: DDX3Y	-0.9829161087623913	-1.0685713057825947	-0.9464482991254979	0.9911710474066576	1.0155200136400835	0.9912446526237436
Gene: KDM5D	-1.1179421536661787	-0.9536995427727329	-0.9228302753218265	1.005702912236552	0.9962914093214223	0.9924776502027637
Gene: TNNI1	1.0098115551460387	0.9916015402368803	0.9958196975318016	-1.02524375746858	-1.0561906654552013	-0.9157983699909396
Gene: CHI3L1	-0.9242957825636877	-1.0543467469330232	-1.0190268947262244	1.003748406774608	1.0079844684871444	0.9859365489611823
Gene: ACTN2	0.9990451434623139	0.9909941322273385	1.0093686049528747	-0.9625311962762079	-1.0108609716509873	-1.0260157127153322
Gene: CFC1	-0.8936380833321078	-0.8096278586424438	-1.2668626268046344	1.0029904807050047	0.992700258997325	0.9744378290768558
Gene: LRFN2	-1.0708445008222696	-1.0296131404463849	-0.8952927424087223	0.9975518829165091	1.0072035127572525	0.990994988003615
Gene: STXBP5L	-1.0277444974935601	-0.9367093989163492	-1.0340544415350634	1.0039510379947267	0.9965493653963629	0.9980079345538831
Gene: SAMD7	-0.899558828768547	-1.1327354790306232	-0.9597746352388428	1.0130225281316383	1.021224145947715	0.9578222689586599
Gene: COL6A3	0.9990313045103202	1.0007429122373184	1.0000538928268066	-0.9910700864581052	-0.9875271026467383	-1.0212309204696024
Gene: CRYAA	-1.029077605914608	-0.9607551713562578	-1.0095247855723535	1.007204459401428	0.9937665497881105	0.9983865536536801
Gene: COX6A2	0.9956256108378012	0.9796942432087886	0.9968889611830732	-0.9083692247886188	-1.25585020389668	-0.8079893865443645
Gene: ZNF560	-1.051116571577977	-0.898492515071663	-1.0456463011884667	1.048303870203302	0.9625703511730184	0.9843811664617858
Gene: C4B	-1.2638181817928353	-0.8690423376770441	-0.8384578932947897	0.9647610638569205	1.0208467179441498	0.9857106309635983
Gene: GRK1	-1.1235822944490734	-0.9773628016818274	-0.8918677297814016	1.0104648627260067	1.0135990979301768	0.9687488652561194
Gene: NPTX1	-0.9922101732840113	-0.9290052740341131	-1.075990398453563	0.9850551203604335	1.0074850168174436	1.0046657085938109
Gene: RD3	-1.09003886576829	-1.0354424862963199	-0.8677098384116056	0.9947005690071115	1.0123250847716987	0.9861655366974063
Gene: ATP1B4	1.001888542648565	0.9985688508482268	0.9987124387714995	-1.0165341005641528	-0.9533095579214471	-1.0293261737826909
Gene: RRH	-0.9416483115572166	-1.0767155600654494	-0.9769031387265652	1.0679813169469305	0.9332853743402884	0.9940003190620119
Gene: C4A	-0.9531249504172731	-1.0714074924678039	-0.9730051507911731	0.9884760653684899	1.0332600735803277	0.9758014547274334
Gene: DPP3P2	-1.1401558878673297	-0.8343701399059593	-1.0132721579241153	0.9956929756918581	1.0234795011345736	0.9686257088709725
Gene: PEX5L	-0.8994369721657743	-1.0009052488145007	-1.0948057253113945	0.984898476371958	1.0087139832230814	1.0015354866966315
Gene: LRIT3	-0.9296888137440441	-1.0154330561179412	-1.0526370120621253	1.0165990123274797	0.9738620900835603	1.0072977795130704
Gene: KRT4	0.998234376069419	1.0072941506616098	0.9915790618363487	-0.91531491271021	-1.062411757375769	-1.0193809184813987
Gene: RP11-567G24.1	-1.2987658463871221	-0.7554962466958584	-0.9060563678731798	0.9809648881733464	1.0015545145050448	0.9777990582777695
Gene: TMPRSS3	-0.9499030676685359	-0.9403565884244622	-1.105163655190997	0.9730751162773901	1.0010338054958563	1.0213143895107493
Gene: CPLX3	-1.011500113611258	-1.063415591841219	-0.9225082486919784	1.008463246028573	0.991944364728293	0.9970163433875889
Gene: TWIST1	0.9688614115461099	0.9614212283620367	1.0489901221518718	-1.1821744484750532	-1.0087283506705733	-0.7883699629143923
Gene: RP11-766F14.2	1.0097799947964412	0.9962134057641404	0.9917825511340249	-0.9431377269246534	-0.9826386118322689	-1.0719996129376852
Gene: RNF17	-1.0047703610843237	-0.9638785558190303	-1.0305342669562205	1.0175411594277364	1.0071183758217728	0.974523648610066
Gene: ISL2	-1.1123540666040086	-1.0416173701543143	-0.8354695251907971	1.0057411243866847	1.009802984321512	0.9738968532409238
Gene: CACNA1F	-1.0388224678019446	-0.9976867950877466	-0.9627430202528826	0.994550739486691	1.00732587334017	0.9973756703157117
Gene: TMSB4Y	-0.9431464584444358	-0.9398527252012765	-1.1120189555902373	0.9928398331460258	1.0165088854269297	0.9856694206629941
Gene: PCDHA1	-1.3018976024725508	-0.9043835529318502	-0.7532604496810736	0.9814102958095516	0.9825922583492017	0.9955390509267216
Gene: PITX2	0.9886137094060161	0.9920670065438995	1.017426343855948	-1.002709033278332	-0.9382954133035286	-1.057102613224002
Gene: OGN	1.0056238772181243	1.0084835010033546	0.985232913341786	-0.9613974123143526	-1.0262919005200606	-1.011650978728854
Gene: IGKC	-1.0741262186924094	-0.9379864231099574	-0.9854709506512755	0.9981063274977655	1.0071694558714503	0.9923078090844267
Gene: APOC1	-0.9394186033370674	-1.060811036280874	-0.9976766280330392	0.9983741634812313	1.0221120894959839	0.9774200146737649
Gene: TULP1	-0.9511879730608492	-0.966064500441359	-1.0801555664059064	0.9999960624973548	1.012942288988778	0.9844696884219837
Gene: GNGT2	-0.9332586348906631	-1.0321328393596536	-1.0329210547414034	1.009519280223808	0.9908086811503932	0.9979845676175181
Gene: FAM135B	-1.0083855938926087	-0.9538008956738188	-1.0368374173520674	0.9937676280601415	1.0146706659428253	0.9905856129155277
Gene: RBM24	0.9921308736133504	1.0030820075393512	0.9959519889535273	-0.9406412413191112	-0.9018662502592577	-1.1486573785278609
Gene: ARR3	-0.8449372273160886	-1.059301068519597	-1.0868732657469655	1.0117872815387305	0.9964822010165283	0.9828420790273923
Gene: IMPG2	-0.9932603198340859	-1.0075828301514802	-0.9991122556875465	1.006340549984915	0.9994606341763085	0.9941542215118911
Gene: ALX4	1.0035710720358098	0.9828825167080516	1.00775515583019	-0.8809169903567852	-1.0234732641605306	-1.0898184900567358
Gene: RP11-746P2.3	-1.0959148030158088	-1.0959148030158088	-0.7926453167859833	1.0123618777695098	0.9770180477230971	0.9950949973249944
Gene: CHGA	-1.0117527773223367	-1.0610246209685803	-0.9248155370651047	0.9907978560279779	1.0050793489185006	1.0017157304095436
Gene: CELF3	-1.027743708142525	-0.95336361601513	-1.0180378176313907	1.004845631943412	1.0045550362578464	0.9897444735877869
Gene: BRINP1	-0.9679441174921976	-0.9791618931873893	-1.051780617714165	1.0138813823527066	0.9941356655913948	0.9908695804496506
Gene: FNDC1	0.9975911063728513	0.9919403045203086	1.0091257883879556	-1.0219496203024736	-0.9411091753403953	-1.035598403638247
Gene: ZNF679	-1.0963673182690155	-1.0963673182690155	-0.7914095977975422	1.0236456731079728	0.9797558149480952	0.9807427462795052
Gene: PCOLCE	1.0074686931815724	0.9879023634216986	0.9983867719423908	-1.1260711004798696	-0.9262070762307955	-0.9414796518349972
Gene: PI15	1.0031869947908867	1.012119616305168	0.9831736439157458	-0.978451702756597	-1.0598836609831002	-0.9601448912721041
Gene: UBQLN1P1	-0.9992186053717305	-0.9992186053717305	-0.9992186053717305	0.9668174953925889	1.0778624313439433	0.9529758893786593
Gene: SRL	1.0053366346368529	0.99100558973123	1.0036119108593342	-0.9936799153322272	-1.002298147168055	-1.0039760727271345
Gene: MYF6	0.9889647750196109	0.9868987574259225	1.005812164939632	-1.1261922385039773	-0.7750934178489155	-1.080390041032274
Gene: IGLC2	-1.0019477104869603	-1.0568321602431492	-0.9386626951068633	1.0179051191003727	0.9530003107463108	1.0265371359902897
Gene: COL5A2	0.9989484178194684	1.0085368822285272	0.9920351223830943	-1.0318155170804597	-0.9727355034395024	-0.9949694019111262
Gene: SULT1E1	1.0051773170780782	1.0055879757861117	0.9838512123302654	-1.0201552554513986	-0.8860307790494919	-1.088430470693565
Gene: CDKN2A	-0.9257314634698767	-0.9163855499615827	-1.1490601294983251	1.0095400138902335	1.0031819160328126	0.978455213006739
Gene: TBX15	1.0022205833108508	1.0084825791653875	0.9832143367269979	-0.9901402351608493	-0.8926480472289582	-1.1111292168134281
Gene: KRT14	0.9774885196503453	0.9956555133168652	1.0237301616168681	-0.9167385254915141	-1.0148574803890509	-1.065278188703514
Gene: PI16	1.0046591922644803	0.9820985321731794	1.0055417111400498	-0.9222997862406443	-0.9302570973983703	-1.1397425519386961
Gene: MYOM1	0.9987870705475397	1.0030217887044985	0.99710130937432	-1.0155536226651145	-1.0361749201757375	-0.9471816257855062
Gene: OSR2	1.0096273974790053	0.9916980039968916	0.9984017147257488	-0.9755513059033583	-1.0164120936813326	-1.0077637166169553
Gene: TBC1D3D	-0.9993589723760586	-0.9993589723760586	-0.9993589723760586	0.9624735768009474	1.0709480123646942	0.9646553279625347
Gene: FITM1	1.0229513264493706	0.9706633764224951	0.9987934744546703	-1.0777408764503484	-0.8591146210188767	-1.0555526798573107
Gene: PRR32	0.996090820076785	0.9853260007751286	1.0136746847392453	-0.887206385175037	-1.0355799141182318	-1.07230520629789
Gene: CPLX4	-0.9274737539137825	-1.1223759980807664	-0.9441954745736287	1.0117154700086006	0.9817937416768779	1.000536014882699
Gene: DPT	1.000210966531747	0.9992237623264788	0.9977565050030985	-1.0377567381245005	-1.0467285636711623	-0.9127059320656626
Gene: UNC45B	1.0056651551443638	0.9920329430291538	1.0013600832626188	-1.0450514173082266	-0.9940699777249355	-0.9599367864029759
Gene: IGSF21	-1.0065632170439953	-0.996209163558997	-0.9970369336000425	1.0179450611015046	0.9806842172332099	1.001180035868321
Gene: SH3GL2	-0.8695677829953081	-1.0709247255777485	-1.0532082131985743	0.9842505098407468	1.008625063504158	1.0008251484267263
Gene: ST8SIA3	-0.9464100208013695	-1.0774291556609186	-0.9732233602319881	1.0343693849082527	0.993358022266287	0.9693351295197362
Gene: PPP4R4	-1.013843529752269	-0.9570068106970832	-1.0282644082310413	1.0172509618271857	0.9799771212765127	1.0018866655766951
Gene: COL6A6	0.9977751142319609	1.0057135814607028	0.9957701169639965	-1.0075254511203346	-1.0334064014834135	-0.9583269600529136
Gene: TJP3	-0.9654299061939674	-1.0487262246988283	-0.9848114180408156	1.002801097288152	1.0106247706230547	0.9855416810224037
Gene: RTBDN	-0.8478019344485667	-1.212756164991818	-0.9206015827567611	0.9763299545806929	0.9971332226578001	1.0076965049586526
Gene: C8ORF46	-1.012921553608899	-1.0218262216301932	-0.9647463255645952	1.0019896516690578	1.006825393861688	0.9906790552729408
Gene: DSG1	0.987780592825097	1.027829451683669	0.9758524901030373	-1.1438309045823343	-0.9106329126572966	-0.9369987173721729
Gene: CHRM4	-0.730065787019044	-0.9837496914979665	-1.2517931683945922	1.0052487431861319	0.9696006579831621	0.9907592457423091
Gene: SMTNL2	0.9833481782506983	0.9601136254625496	1.0440044234141965	-1.0584039203970734	-0.8223984687216853	-1.1066638380086862
Gene: DEFB119	-0.8776018421310133	-1.058249273301797	-1.058249273301797	0.9801091583210282	1.0328573387043911	0.9811338917091877
Gene: TMEM151B	-1.0690705895685382	-1.0191477790358154	-0.9082179361837494	1.0083810339717407	0.9774163468398803	1.0106389239764821
Gene: LHFPL4	-0.9652047346488497	-0.9779581611581614	-1.0554497816758532	0.977437046528332	1.00585663762539	1.0153189933291422
Gene: MYOG	1.0197278672956873	0.99106101141407	0.9878679465197665	-1.0245998109919772	-1.0307020010212806	-0.9433550132162661
Gene: NXNL1	-1.021016669468131	-1.1105251267460388	-0.8589623805352714	0.967811632291527	0.965845656532723	1.056846887925192
Gene: KIAA0319	-0.881091603713759	-1.1152919216311545	-0.9966789692424508	0.9844798322901067	1.0004279225058739	1.0081547397913844
Gene: TREM2	-0.9658482702326643	-0.8650979475247824	-1.157570922435846	0.9712243708217981	1.0281448775832667	0.9891478917882277
Gene: GJD2	-1.0457457516644992	-0.9760617783834878	-0.9769167863413961	1.030131030023896	1.0001572490852146	0.9684360372802723
Gene: HLA-DRB5	-1.001615658715	-0.9907157442949086	-1.00762624914373	0.9969195679767101	0.999479444924859	1.0035586392520692
Gene: NLGN4Y	-1.2073253082785682	-0.9238420033899215	-0.8507566540153931	0.9776646207863898	0.9829099316956659	1.0213494132018268
Gene: IMPG1	-0.9885760159039252	-1.0109023244059292	-1.0003729494469518	0.9936711437342528	0.9911280023848492	1.015052143637704
Gene: ATP1A3	-1.0238225410107078	-0.9706954841585721	-1.0050790282789923	0.9969174829125602	0.9927773788004985	1.0099021917352131
Gene: CDK5R2	-0.7381698804076253	-1.2160798482031039	-1.0166348827062714	0.9709894866182318	1.0069371151971651	0.9929580095016042
Gene: TPM2	1.0041476944162133	0.9908547346222752	1.0046733770494474	-1.0232216525076199	-0.9748545796333136	-1.0015995739470003
Gene: LRIT1	-1.0985121506064508	-0.934723504946535	-0.9628466845501532	0.9844216296240219	1.003190809166223	1.008469901312894
Gene: HFE2	1.009653232099696	0.9742496774483826	1.0123303202464027	-1.0076085517958573	-1.0780864131137549	-0.9105382648848699
Gene: TNMD	1.0144678209719244	0.9899526241742379	0.991629096046201	-0.9674240576707053	-0.9307944969851658	-1.0978309865364924
Gene: SLC1A2	-0.9933523478808993	-1.0238387342514645	-0.9825677962143492	1.004952884000874	0.9996511572672827	0.9951548370785569
Gene: ANKRD33	-1.1092071325779915	-1.0128103404209379	-0.8706506862333397	0.9799408103314802	1.0097141726395813	1.003013176261208
Gene: SIX6	-0.9225984647156794	-1.030714240582521	-1.0440373989520786	0.9999901621829176	1.028026548378923	0.9693333936884386
Gene: GUCY2D	-0.9906417670138132	-0.897939750235251	-1.105767980597839	1.0043758789197788	1.0155033797293855	0.974470239197739
Gene: CCDC60	-0.9512402088816074	-0.9987442904268514	-1.0484591265160808	1.0076522556997662	1.021826342198691	0.9689650279260829
Gene: MYO18B	0.9826749797741862	1.0058335816312676	1.0072550027253206	-0.9161779056040129	-0.9833754587938539	-1.0962101997329052
Gene: KLHL40	1.0028304844748435	0.9776478929186331	0.9936609383289468	-1.2426896840549784	-0.8027288153193325	-0.9287208163481124
Gene: RPL3P4	-0.6812290984826869	-0.6812290984826869	-0.6812290984826869	1.8267441996434577	-0.6812290984826869	0.89817219428729
Gene: IGHG2	-1.0676469171170913	-1.062081244284799	-0.8632756116091126	0.9787253841545702	1.0195209918379748	0.9947573970184579
Gene: FMN2	-0.8974034184465343	-1.0610915758864805	-1.0375708955783216	0.9942845395663685	0.9968672514529852	1.0049140988919827
Gene: LHX3	-1.0058329015455127	-1.024643440744026	-0.9684737441539968	0.9950893974896724	0.9663434014399606	1.0375172875139027
Gene: ARHGAP36	0.9716279027279495	0.9939235679084887	1.0190510680504157	-0.9679965611704987	-0.8362232052468715	-1.180382772269483
Gene: GLRA1	-1.3150642128897039	-0.896932151224459	-0.7427394762267857	0.9732864092791893	1.0359991239529975	0.9454503071087622
Gene: CA2	-0.9259895763431739	-1.0572437445088958	-1.014396337332849	1.002432861224087	1.0134456292007639	0.9817511677600674
Gene: PCDHA14	-0.9992055138118903	-0.9992055138118903	-0.9992055138118903	0.9209598965776584	1.0251662161585797	1.0514904286994329
Gene: IGKV3-20	-0.9999516985309173	-0.9999516985309173	-0.9999516985309173	1.0088770489537036	1.0106566007554263	0.9803214458836217
Gene: LDB3	1.006383899774238	0.995564992839314	0.9969976355698791	-1.0239698921583475	-0.9471348205998918	-1.0278418154251934
