	Sample: AA-043_Thalassimia_D08-N3	Sample: AA-043_Thalassimia_D10-N1	Sample: AA-043_Thalassimia_D08-N1	Sample: AA-043_Thalassimia_D10-N3	Sample: AA-043_Thalassimia_D10-H4	Sample: AA-043_Thalassimia_D08-H4
Gene: ZFP57	1.1463418316441332	0.4281648582278224	0.7302871537164184	0.3365636637288768	-0.8919620104323498	-1.7493954968849013
Gene: NLRP2	-0.7708093402290674	0.4717810036583093	1.3734867769016503	-1.6509389406865338	-0.16178499897981527	0.7382654993354568
Gene: NT5C3B	1.5692017679006602	-1.3667272284947183	-0.49857897325781936	0.9007387838315649	-0.7643560243562805	0.15972167437659265
Gene: CORO2A	-0.20899718908592366	0.4523111193803862	1.351849636570668	-1.9422410942930854	-0.040593803822169296	0.38767133125012404
Gene: PPM1H	0.0742270419419044	-1.1730211768049452	0.21824435039899354	-1.2431743407300497	0.4412589095615089	1.682465215632588
Gene: LRP2	-0.27273344974869385	-0.9542681270954484	0.2785176628038257	-0.9542681270954484	2.004123947445633	-0.10137190630986802
Gene: GCNT4	-1.0127077067477541	1.545359200017647	1.0847561545300186	-0.9172110415825465	0.05188328250418412	-0.7520798887215498
Gene: ZFP30	0.060236988733663184	-0.424239796561231	-0.5397604148778367	-1.520737215419068	0.8425828488904331	1.581917589234039
Gene: LAMC1	-0.7247870837946377	-0.7567155876746204	0.339115177157006	-1.3075759384784347	1.0298524601791499	1.4201109726115368
Gene: MUC6	-0.2878357822055005	-0.8475943520651281	0.36661825194898323	-1.2378016703229833	1.8747777982973424	0.1318357543472857
Gene: LDLRAD4-AS1	1.3171995763419035	-1.142308841649947	-0.3658011786091055	-1.184017493906884	0.19797727802083667	1.1769506598031965
Gene: ARHGAP42	-0.10894772277169777	0.24749250636459527	-2.0083553628713053	0.7362829688464623	1.1620921001101265	-0.028564489678180083
Gene: SSPO	0.46283793575059196	-0.8667610391582812	0.27890584129809215	-0.8667610391582812	1.8585393404261599	-0.8667610391582812
Gene: NTRK2	-0.6330959795715584	-0.2238035302211291	-0.05508350773327449	-0.6330959795715584	2.1781749766690797	-0.6330959795715584
Gene: PKHD1	-0.7753277957175139	-0.21617395589266378	0.14281726124604702	-0.49411362872351855	2.118125914805164	-0.7753277957175139
Gene: LILRB3	-1.5306228466621215	0.4011496687178304	1.0992752557508294	-1.18123781065348	0.3239772730305086	0.8874584598164331
Gene: KIAA0125	1.0432067017939202	-1.6292852683969463	0.8193425656833024	-0.8271983369802569	-0.3051918482560951	0.8991261861560761
Gene: SLC5A4	1.3855397078572018	-1.3873034035167569	-1.0363754905420952	-0.3254001285840238	0.5299641041679287	0.8335752106177455
Gene: TNFRSF9	-0.6432944884925252	-0.8959214029949097	0.9484158231703742	-1.3878721452621308	1.0003703965523525	0.9783018170268392
Gene: SFRP2	-1.0559541143834787	0.5104308413118379	-0.7681038680015992	1.0772812347943395	1.3110629648270036	-1.0747170585481027
Gene: CHST1	-1.2778434269385281	0.7689669250850998	1.3567866028986801	-1.3322207645875563	0.3885206000918453	0.09579006345045919
Gene: CACNA1A	-0.5383025729655634	-0.5569022512385551	0.285210085724784	-0.9837403540949561	2.067819627728531	-0.27408453515423936
Gene: PROK2	1.9160836051730121	-1.216597785852801	-0.8532538479269517	0.1698169321970731	0.2058735873836136	-0.22192249097394665
Gene: LOC102723828	-1.312332372063539	0.20749920765996036	0.24543027822171218	-1.312332372063539	1.3027299493486397	0.8690053088967653
Gene: TENM3	-0.624942090487525	-0.3817529145253452	-0.624942090487525	-0.624942090487525	2.161859148356757	0.09472003763116471
Gene: NPIPA5	-0.7534845451274775	-0.7723546475796869	-0.5938436821569226	-0.6891174049937366	1.582608888098592	1.2261913917592313
Gene: ZNF818P	-1.1404924788057458	-0.3549058513227116	-0.419214037882421	-0.8162582268389287	1.3302661551490167	1.4006044397007902
Gene: F2RL3	0.5991636991222313	-1.1315243507314516	1.3235945104434303	-1.3766238108571993	-0.22803492647933116	0.8134248785023209
Gene: CHRND	0.3362698433287527	-0.37257528843032284	0.6681953189380924	-2.004204872101571	0.2719330031881963	1.1003819950768516
Gene: TP53I11	0.2236557219721334	-0.40464760784771797	0.9638841827192448	-1.8970088732508565	-0.007696160955842506	1.1218127373630387
Gene: LRP1B	-0.22553755389628544	-0.6810448622911792	-0.22606450284217697	-0.38265876319226844	2.196350544513088	-0.6810448622911792
Gene: KRT1	-0.713464979255421	0.48137239136735915	-1.222192761880493	1.5958576298812062	0.7066166728129284	-0.8481889529255795
Gene: FSIP2	0.4727706835683373	-0.36229761681916417	0.3340531012329889	-1.9996503967161197	1.1811890774637686	0.373935151270189
Gene: OR52A5	-0.4432019922385629	0.5591324492804575	-1.3435419415937726	1.6505362435159512	0.44889183697443513	-0.8718165959385094
Gene: LOC148709	0.9642815681212414	-1.2330310081062559	0.20887505489545852	-1.4802260019653892	0.5159407841437461	1.0241596029111988
Gene: CYB561	0.7383130515932813	-0.7043724948162712	1.6108971473272744	-1.1277239085952313	-0.9507631727751936	0.43364937726613895
Gene: MUC17	-0.59959761247584	-0.59959761247584	0.28110142871970806	-0.59959761247584	2.1172890211836526	-0.59959761247584
Gene: FOXD4L1	-1.101187407736246	0.4497298160982941	0.16447398513706987	-1.5626634009713767	0.9364086819780386	1.11323832549422
Gene: INADL	0.9989119035051314	-1.3239835622747	-0.7329357119672368	-0.8933191122511935	0.904279699739566	1.0470467832484327
Gene: MBL1P	0.6522240723109332	1.0405511165514956	0.49817861968045357	0.5870150772218188	-1.5313447783180527	-1.2466241074466482
Gene: LOC729732	0.8729536929088905	-0.8824890805878637	-1.545798471002203	-0.3943436786399573	1.0571302417199764	0.8925472956011571
Gene: GPI	0.9021301392480946	-0.27654596625280964	0.24630374935456997	-1.0748321938470047	-1.290138544338833	1.4930828158359821
Gene: IGFN1	-0.2320732471600425	-0.9994003951267334	0.507959046055117	-0.6954865619724993	1.9741813222794238	-0.5551801640752648
Gene: TRHDE-AS1	-0.8297866091069616	0.18715458055546755	-1.1323148666730256	0.07432726722588773	1.9778541117576687	-0.27723448375903686
Gene: ZAN	-0.9452008666947562	-0.4991418939636689	0.7672117615719453	-0.9452008666947562	1.8259205299312977	-0.20358866415006122
Gene: GCSAML	0.7587877899878174	-1.2483544622384584	0.4890612954046944	-1.3720355665180863	0.052924058052044406	1.319616885311988
Gene: LOC403323	-0.2735554562934239	-0.5983504986642029	-0.7825394572750566	-1.0457353800046572	1.678515007339294	1.0216657848980466
Gene: NBPF3	-0.6520680756169296	0.7113075364948749	1.4206373175596114	-1.6510546712647791	-0.3081152332963744	0.4792931261235984
Gene: TRHDE	-1.0052608853224951	0.16392424328660649	-1.0058031197625377	-0.08974570451960674	1.9850848857581405	-0.048199419440108214
Gene: PWAR5	1.0247477497011335	-1.0880551227008557	0.4551809295621824	-1.4496011853595685	-0.14124847315240313	1.1989761019495113
Gene: TRIM2	-0.7185276287506974	-0.6282659643912738	-0.4770459098424597	-0.19414078095778967	2.189586234754607	-0.17160595081238622
Gene: SRCIN1	0.3705674729201352	-0.382395789325233	-0.1790071624763515	-1.8137544640265946	1.4413359540067014	0.5632539889013423
Gene: PRR36	0.1521848534366576	-0.8561774230694937	0.5530580638164384	-0.8561774230694937	1.8632893519553853	-0.8561774230694937
Gene: SLC35F2	0.6188142232750968	-1.1972082978907315	1.0139500974854394	-1.396919153851944	-0.1284874550356483	1.0898505860177874
Gene: LOC100134868	0.7911422463836356	0.4616036942075251	0.7419543773207308	0.6469566176630128	-1.9136147402677466	-0.7280421953071582
Gene: RYR1	0.08067539280447787	-0.9944483797156087	0.21259496322860574	-1.0699318388799315	1.9453186007388763	-0.17420873817641946
Gene: GSG1L	-0.9285833766422622	-0.4761046724162628	0.08131890977922912	-0.6192653358083047	2.118932281974241	-0.17629780688664126
Gene: DNAH5	0.09570931794569842	-0.661911434117942	-0.6499158847623419	-0.9164700314046348	2.0703953920960743	0.062192640243147045
Gene: LRRC2	-0.5029905176167978	0.22243928277556163	-1.8330567793698127	0.7965442466521852	1.3049113882075107	0.012152379351352991
Gene: GPRC5D	-0.15840631374640532	-0.32694321842938273	-0.22239514309343317	-1.6375839199678646	0.7330100202248935	1.6123185750121927
Gene: CEACAM20	-0.75882239463494	-0.75882239463494	-0.49177558204329386	-0.75882239463494	1.6996673316847308	1.068575434263381
Gene: ITPK1-AS1	0.9386302303231905	-0.6864233121367099	-0.37067157643725757	-1.6673025674958282	0.6320975263515352	1.1536696993950701
Gene: PREX2	0.48085562316313485	-1.2313565237235775	-0.5845586699491315	-0.9182643582857615	1.6409023492393762	0.6124215795559607
Gene: TMEM176B	-1.2335943492119854	-0.3477383982781104	-0.7546423221824042	-0.34486049992208634	1.5346721457755015	1.1461634238190848
Gene: ENAH	0.5753435532760377	-0.6946709410333655	0.23903437182029036	-1.3194589940882093	1.7549950829902836	-0.5552430729650378
Gene: ITGA8	-1.563735912600996	-0.1004790123267995	1.2940298019591467	-0.8277809272261157	1.0823763655440526	0.11558968465071162
Gene: PTCH1	-0.7969602278227134	-0.6508962599085957	0.49646265548750024	-1.2798181330391905	1.6483467334505302	0.5828652318324691
Gene: UBASH3A	0.5112437213185105	-0.4857683465839057	1.1325395382862264	-1.5800387124271247	-0.6929899776972639	1.1150137771035573
Gene: MIR5190	1.437467803088748	-0.9005762149644578	-0.7594933006515056	-0.8976694690520045	-0.18568760762353392	1.3059587892027533
Gene: FAM95B1	1.1892900137036804	-1.1732920842996102	-1.4347072474196534	-0.08575262760959694	0.6762912718420323	0.8281706737831482
Gene: PCLO	-0.31105556695991765	-0.6488689900311703	-0.31185454545381464	-0.7960915525117033	2.176991303299947	-0.10912064834334265
Gene: LOXHD1	-0.28495564672249274	-0.7708135511105394	0.15760664482242104	-0.45254589187676286	2.1215219959979135	-0.7708135511105394
Gene: DSCAML1	-0.6064879869271989	-0.6064879869271989	0.3224514484886074	-0.6064879869271989	2.1035004992201864	-0.6064879869271989
Gene: CECR2	-0.31598982407838716	-0.540419541690428	0.42610301151174584	-0.8021518605593838	2.0346100753758387	-0.8021518605593838
Gene: GRIN2A	0.26650037829256007	-0.3088117799910337	-0.500764704765077	-0.7750549094417262	2.0931859253470035	-0.7750549094417262
Gene: PLXDC1	0.041404303271331745	0.06351834511844577	-0.7944022467266114	-1.6311240676051943	1.0895566466081303	1.2310470193338974
Gene: DCLK1	-0.010780676981781813	-0.5544566338272228	0.11445778278412914	-0.8168343420873835	2.084448212199642	-0.8168343420873835
Gene: SPON1	0.8440727687162909	-1.1164816869436287	-0.22812512473740604	-1.4321278863393685	0.7787311485899691	1.1539307807141412
Gene: LOC101928708	1.2689967554994468	-1.0701679801311206	-0.334228443892171	-1.3337126094228013	0.3639186415535376	1.1051936363931083
Gene: RPS16P5	1.1071245623243295	-1.1379452903827603	-0.09556629159864222	-1.4159373774243622	0.3997043450766578	1.1426200520047771
Gene: ABCA12	1.155328876403848	-1.2271441371241911	-1.0337539127691053	-0.5355091613808696	1.2987369243258102	0.34234141054450834
Gene: CAMKK1	-0.8623359673323977	-0.713894373434115	1.1521378948185275	-1.353053822668655	0.9572415305319822	0.8199047380846572
Gene: LRRIQ1	-0.6858894566913175	-0.4215574254168164	-0.021453555887372876	-0.3642593310448617	2.179049225731686	-0.6858894566913175
Gene: LOC389834	-0.6720950303576156	0.7679798679702957	1.6079378200542402	-1.521845984459812	-0.2332173845999499	0.0512407113928419
Gene: NID1	-1.1091511895154502	-0.6380892809148793	-0.16978015816471093	-0.7871295223762678	1.5223887592814633	1.1817613916898435
Gene: ABCC13	-0.6773231673202933	0.5291561593346437	-1.4627332590599713	0.4886374975513642	1.6225302336676206	-0.5002674641733634
Gene: GALNT13	-0.6295403095714222	-0.15740776716069885	-0.137404343427779	-0.6295403095714222	2.183433039302744	-0.6295403095714222
Gene: ANP32A-IT1	1.3440024194345774	-1.0314514369104595	-0.19972395332519766	-1.1854892964678925	-0.20837979366088452	1.2810420609298565
Gene: GPC6	1.624886527641169	-1.3311075896687425	-0.26032530325114717	0.5173231328817482	0.4665099737325509	-1.0172867413355784
Gene: LOC101927780	1.1435392559960242	-1.3720836400037937	0.22717561193883667	-1.314378253347424	0.37072339007927146	0.945023635337086
Gene: MIR1206	1.4209543406022644	-0.7937300316345651	-0.3384921793352485	-1.2529206092411236	-0.293039515804223	1.2572279954128962
Gene: GPR26	-0.5906065525832834	-0.5906065525832834	-0.3117709563796985	-0.5906065525832834	2.2006041021752494	-0.11701348804570241
Gene: WBSCR27	0.027207254287106634	-1.2213376687590525	-1.1925522660655197	-0.09327781706152624	1.2116044588997041	1.268356038699287
Gene: NR2F1-AS1	-0.7341474044083373	-0.7341474044083373	0.428496476808853	-0.7341474044083373	2.0328419264536906	-0.25889619003753167
Gene: WWC1	0.5907824577439754	-1.263377422419274	0.9420417540298192	-1.4879997473204642	0.28459817196347065	0.9339547860024737
Gene: MUC12	-0.6376803204403059	-0.6376803204403059	0.5269069993376702	-0.6376803204403059	2.0238142824235545	-0.6376803204403059
Gene: LINC00954	0.6257532798811443	-0.22689760180315233	0.5354989016616385	-1.96302477013929	-0.15186450283528555	1.180534693234945
Gene: WDR17	0.8502962852004701	-1.8620915052156342	-0.4455777374244643	-0.29002075513916603	0.8621317860711314	0.8852619265076633
Gene: PAX2	-0.1365192796741666	-0.6353864566104539	-0.13709638903812563	-0.6353864566104539	2.1797750385436543	-0.6353864566104539
Gene: TRIB3	-0.5200353423066841	0.8553553979941328	-0.7178934642031624	1.704895919376302	-0.0688687378942526	-1.2534537729663342
Gene: LOC101927854	1.1919924595020785	-0.43792342821857383	-0.13284282019553764	-1.8228849707714347	0.19782297257033885	1.0038357871131285
Gene: NRG1	-0.8982793061784746	-0.41924071687054193	-0.6164615497128925	-0.5708047166681063	2.0187192713432607	0.48606701808675373
Gene: LINC01336	-1.1899392069286248	1.5734623964263126	1.130855795785237	-0.42462104549872765	-0.37854087437035916	-0.7112170654138382
Gene: MIR4312	1.3102767648960296	-0.7391806529101357	-0.3502612922300904	-1.4472744330159726	-0.006224880954557161	1.2326644942147256
Gene: ENPEP	1.4920687137779132	-1.5903561532100428	-0.8249525390862691	0.601856043648953	0.4346235770513777	-0.11323964218193194
Gene: EFTUD1P1	1.8136776767720244	-0.9648179564535627	-0.6828313014588135	0.22116043196523683	0.5776291056286791	-0.9648179564535627
Gene: MYH14	-0.5919819312237445	-0.5919819312237445	0.2366812443088255	-0.5919819312237445	2.1312464805861495	-0.5919819312237445
Gene: CHD7	-0.4650979164439857	-0.3452355283553922	0.6550147762019916	-1.796927111113373	0.7515419844068071	1.2007037953039528
Gene: LOC440390	1.171250186195268	-1.231269763103022	-0.3403451652688705	-1.063133329200872	0.10121467414953499	1.362283397227962
Gene: RYR2	-0.3661812220532902	-0.21427077897036592	-0.1887818522852647	-0.5394033405550037	2.177003584340523	-0.8683663904765969
Gene: LINGO1	-0.20831286260775295	-0.7111784633937711	0.24974154098022192	-0.7111784633937711	2.0921067118088437	-0.7111784633937711
Gene: PRTG	0.49480537844621814	-0.2845646903304787	-0.6563956673542617	-0.6104282013507352	1.9967139928409836	-0.9401308122517261
Gene: LOC102724552	1.0318628090674842	-0.2535868920130075	-0.8166500282387549	-1.6485044995876585	0.6649893769193282	1.0218892338526089
Gene: CARD11	0.7260806831965189	-1.3037158449499477	1.2518404218643668	-1.2019788392391142	-0.29378775257956913	0.8215613317077454
Gene: RNF5P1	1.2599915394100272	-0.42503472869156117	-0.6871990489579044	1.5322934694738797	-0.8274772939343922	-0.8525739373000488
Gene: HYDIN	-0.229720789768448	-0.2508007037603973	-0.23030480428649988	-0.7345569475318374	2.1799401928790214	-0.7345569475318374
Gene: ANXA10	0.034532974814858945	-1.1332096366046116	-0.7217342700019804	-0.8281882325001622	1.3367197606065038	1.311879403685391
Gene: FAT3	-0.764090750871311	-0.764090750871311	0.20086870413477426	-0.764090750871311	2.0509786852701564	0.04042486320900206
Gene: NRXN1	-0.6465614998451996	-0.6465614998451996	-0.6465614998451996	-0.06907824474601701	2.1713301703855477	-0.16256742610393088
Gene: OVCH1	0.9747490489319673	-1.5984439254073115	-1.035033404532668	-0.02572545193380034	0.7964383725657465	0.8880153603760644
Gene: IGFBP2	0.9104330774147116	-1.357345629914215	1.5146729653839446	-0.829398080287151	-0.5180425357319014	0.27968020313461067
Gene: ZFHX2	0.3802840558221436	-0.6598962096482078	0.020948464521440776	-1.8030332120215542	1.1779136931438317	0.8837832081823465
Gene: RAI14	-0.24214624847927985	-0.7490584996779347	-0.4632949896524065	-0.7490584996779347	2.145021952898712	0.05853628458884236
Gene: BCL11B	0.3683639993620825	-0.9440796371553453	0.43025198111904933	-1.2170382772636343	1.7717822382098527	-0.40928030427200596
Gene: LOC100996351	0.8942590397291938	-0.5445178924760093	0.4483171893863646	-1.8782898765260785	-0.003662577452828881	1.0838941173393586
Gene: FERMT1	-0.5957033073891832	0.037970512889081424	1.876283448873329	-1.300697221344777	0.4554457606261957	-0.47329919365464573
Gene: FPR3	-0.9591624721483788	-1.1943549100958646	-0.09592293317208624	-0.3836597694647744	1.4400806953927017	1.193019389488403
Gene: HSPA1A	0.585920362966663	-0.8183239291755057	-0.9146939769089641	-1.0853374890323897	0.6260452747550793	1.6063897573951174
Gene: TMEM133	-0.09964381545131262	0.0937836034427922	-1.9555722231657275	0.799771052679635	1.2299264874347047	-0.0682651049400921
Gene: CACNA2D1	-0.9570823394930934	-0.29290505945221457	-0.267023268320964	-0.17654035219357325	2.1623884034117116	-0.4688373839518666
Gene: MGAM2	-0.24824058325331996	-0.4275880341696132	-0.5825603993106244	-1.092325521256165	2.0297763708033334	0.3209381671863889
Gene: LOC643201	1.3159194520262951	-1.1525267158569943	-1.5191966897067537	0.37681245232375216	0.5632513573367173	0.4157401438769825
Gene: LOC101929698	1.0459206344214096	-0.8804552812567337	0.2385647244593925	-1.5501434910429357	-0.13905373957335818	1.2851671529922248
Gene: PRUNE2	0.9111077988367501	-1.475224821824544	-1.1203946026581153	-0.16164438480180698	0.9864630338666158	0.8596929765811021
Gene: PLCL2	-0.7886386187927751	0.6126410156525283	-1.4815497504284427	0.8772446534344813	1.3212088450684956	-0.5409061449342843
Gene: RLBP1	0.7956193970598568	-0.6998539439121515	0.13018393060463068	-1.7819791090385604	0.29109465440154497	1.2649350708846805
Gene: MATK	0.44514036842645743	-1.2599328525632654	1.1541189780191878	-1.3712615034021278	0.031392638843381754	1.000542370676366
Gene: KCNMA1	0.22266149900137341	-0.5972121720017135	0.10509397369888136	-0.8726875877349218	2.014831874771302	-0.8726875877349218
Gene: MUC19	-0.6097813581522528	-0.7898080158805444	-0.2570967506175677	-0.6729041030971614	2.106064471589539	0.22352575615798775
Gene: ERBB4	-0.14316185119944103	-0.3796544522998068	-0.366657937052114	-0.6554546339332789	2.2003835084179197	-0.6554546339332789
Gene: FLT1	-0.7550183334506108	-0.10323490653183524	0.0275772365252208	-1.2677146401571666	1.9463595516947436	0.15203109191964784
Gene: PTPRB	-0.45039352874023597	-0.47181369852826616	-0.11578881036990306	-0.9633783643784869	2.147483354007381	-0.14610895199049004
Gene: CASP14	-0.08299784327486268	-0.32043570429461227	-0.5973382580794492	-0.5973382580794492	2.195448321807818	-0.5973382580794492
Gene: PART1	0.4196049094277278	-0.6298997384217393	-0.1561534021303806	-1.6956494635930561	1.4790575525534746	0.5830401421639746
Gene: MUC5AC	-0.32034217121304176	-0.8013304858193587	-0.013435008266523532	-0.667897843899012	2.1631619564850997	-0.3601564472871625
Gene: ITGA2	0.6344007899797007	-0.8045210423326954	0.5197887947739642	-1.8714176990757252	0.66078290374636	0.8609662529083945
Gene: SORCS1	-0.5954808547522281	-0.5954808547522281	0.25692995964723525	-0.5954808547522281	2.124993459361674	-0.5954808547522281
Gene: SCRT2	-1.1425092714952498	0.2879146213091912	-0.15596224333629977	0.3821703807768974	1.770895784240711	-1.1425092714952498
Gene: SLC12A1	-0.5005419638483729	-0.22233196829319998	-0.5005419638483729	-0.5005419638483729	2.2244998236866933	-0.5005419638483729
Gene: LOC100129617	0.9004441935590375	-0.6900465278176644	0.2776125918877459	-1.7957622370838167	0.12657263276010228	1.1811793466945952
Gene: CFH	0.30380579795504736	-1.6192708649303156	1.0270513635998244	-1.1063034068083633	0.8283247014980308	0.5663924086857748
Gene: PTPN14	-0.8118128609409194	-0.2581461089616168	0.41115318189317435	-0.5374734256699458	2.030070796599839	-0.8337915829205311
Gene: ZNF486	-0.829177309177356	-0.3306397967654735	-0.004518322052846621	-1.3455844421051917	0.9066242266404348	1.6032956434604337
Gene: FAM131B	-0.5029653688242867	-0.5029653688242867	-0.21150715669376338	-0.5029653688242867	2.223368631990907	-0.5029653688242867
Gene: FAM178B	0.4563387099158643	-0.20666737465106294	0.9861879312402851	-1.1240608059655721	-1.3800432554735285	1.2682447949340154
Gene: FGF11	0.6649594069005926	-0.9649868899955301	-0.2693187981737679	-1.3698583449057042	0.3382040639347802	1.6010005622396288
Gene: SLC39A14	0.9191954865182956	-1.0915728422043818	0.8736862938856512	-1.3221387628267618	-0.4831387732868774	1.1039685979140743
Gene: WDR87	-0.7566377668468648	-0.7566377668468648	0.5530995463459165	-0.7566377668468648	1.9770788638474537	-0.2602651096527752
Gene: UNC80	-0.1282828575198206	-0.985974661395102	0.004978741702749	-0.985974661395102	2.007882718705211	0.08737071990206613
Gene: LY6E	0.4728472402182511	-0.557062319916442	1.5339036739437406	-1.1382109618350427	-1.0962714383991115	0.7847938059886044
Gene: ROS1	0.14396621313212826	-0.4351671878457122	-0.4219968233963839	-0.714656638523547	2.1425110751570595	-0.714656638523547
Gene: SAMD12-AS1	0.05460240096113778	-0.5592509318682997	-1.0567285095645682	-1.0567285095645682	1.2002677769826327	1.4178377730536658
Gene: LINC00200	-0.9917413843097065	0.8364882802669011	1.5689023773392479	-1.1408839149904502	-0.6445485655390323	0.37178320723303904
Gene: CD163	-1.2970582986892105	-0.36236514112772655	-0.4496230271489375	-0.5768761686237995	1.491780153366471	1.1941424822232034
Gene: LOC101926943	1.0286099733746332	-1.197082882036875	0.3077243161683496	-1.4508695707896813	0.18195982983477885	1.1296583334487953
Gene: CREB5	-0.985604860899828	-0.985604860899828	0.3270571412365438	-0.39202943117624706	1.9463943171138005	0.08978769462555784
