Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Messenger RNA decay by 3' to 5' exoribonuclease	2/11	0.02954667996708659	0.8111906681872865	0	0	7.2727272727272725	25.612973778194785	EXOSC6;EXOSC4
Fc gamma receptor-mediated phagocytosis	6/94	0.03050216407438005	0.8224690670056048	0	0	2.553191489361702	8.910530156495673	VASP;SCIN;SPHK1;RPS6KB2;RAC2;ARPC4
Antiviral mechanism by interferon-stimulated genes	5/70	0.03071766872573008	0.8137487679974109	0	0	2.8571428571428568	9.951192175476	HERC5;NEDD4;EIF4A3;ISG15;RPS27A
Presenilin action in Notch and Wnt signaling	4/48	0.03161375502500175	0.8230477601336663	0	0	3.333333333333333	11.513876558324146	APH1A;CTBP1;NEDD4;AES
Messenger RNA processing	10/203	0.0319925655972121	0.8187927805388182	0	0	1.9704433497536946	6.782762026130416	LSM10;SF3B5;LSM7;SNRPD2;POLR2G;TXNL4A;SNRPB;PPM1G;HNRNPA0;POLR2L
PKB-mediated events	3/28	0.03202293203002463	0.8059104560889533	0	0	4.285714285714286	14.748441458133852	RPS6;EIF4EBP1;MLST8
Viral myocarditis	5/71	0.03239187315866475	0.8018316142554717	0	0	2.816901408450704	9.661542862205183	CD40;RAC2;HLA-C;FYN;HLA-F
Alanine and aspartate metabolism	2/12	0.03487854042134841	0.8494612263909047	0	0	6.666666666666666	22.372556843567576	PC;ABAT
RNA polymerase	3/29	0.035073626746766035	0.8406535934542335	0	0	4.137931034482758	13.863334368288841	POLR2J2;POLR2G;POLR2L
Transcription	9/181	0.03863722378434733	0.9115969986619448	0	0	1.9889502762430937	6.471127532387146	LSM10;NFIX;EHMT2;UBTF;NELFB;POLR2G;NELFCD;SNRPB;POLR2L
Advanced glycosylation endproduct receptor signaling	2/13	0.040550197611673826	0.9420122829788842	0	0	6.153846153846154	19.724397693220933	PRKCSH;DDOST
Chemiosmotic coupling formation of ATP	2/13	0.040550197611673826	0.9277393696004163	0	0	6.153846153846154	19.724397693220933	ATP5D;ATP5I
RNA polymerase II transcription	6/101	0.04115481492961408	0.9275189633390636	0	0	2.376237623762376	7.581182612623305	LSM10;NELFB;POLR2G;NELFCD;SNRPB;POLR2L
Integrin signaling pathway	8/155	0.04127099252559589	0.9164588046124971	0	0	2.064516129032258	6.580842087103301	VASP;CAPNS1;TSPAN17;RAC2;ARPC4;FYN;HRAS;ITGB3BP
Gluconeogenesis	3/31	0.04160691113161275	0.9105280551990617	0	0	3.8709677419354835	12.307699325969082	PC;SLC25A10;SLC25A11
One-carbon metabolism	3/31	0.04160691113161275	0.8975205115533608	0	0	3.8709677419354835	12.307699325969082	SHMT2;MTHFD2;MTHFS
PDGFB signaling pathway	7/129	0.043436495928031345	0.9237902655116524	0	0	2.1705426356589146	6.807809891085676	SLC9A3R1;SPHK1;GRB10;ARPC4;FYN;HRAS;MLLT4
Signaling by SCF-KIT	5/78	0.045694746631016706	0.9583203807338226	0	0	2.564102564102564	7.912235746305283	RPS6KB2;GRB10;MLST8;FYN;HRAS
CARM1 transcriptional regulation by protein methylation	2/14	0.04654140207685347	0.9627057141924485	0	0	5.7142857142857135	17.52807425877975	NCOA3;CARM1
T cell receptor/Ras pathway	2/14	0.04654140207685347	0.9496961775141722	0	0	5.7142857142857135	17.52807425877975	PTPN7;HRAS
Viral messenger RNA biosynthesis	2/14	0.04654140207685347	0.9370335618139832	0	0	5.7142857142857135	17.52807425877975	POLR2G;POLR2L
HIV-1 early elongation complex formation	2/14	0.04654140207685347	0.9247041728427466	0	0	5.7142857142857135	17.52807425877975	NELFB;NELFCD
Negative regulators of RIG-I/MDA5 signaling	3/33	0.048705626415457094	0.9551363102251975	0	0	3.6363636363636362	10.988948085170936	HERC5;ISG15;RPS27A
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	12/280	0.04982744926619754	0.964608312717414	0	0	1.7142857142857142	5.141467297228629	IFITM3;HERC5;IFI27;TNIP2;NEDD4;EIF4A3;HLA-C;ISG15;FYN;HLA-F;RPS27A;HRAS
Cardiac muscle contraction	5/80	0.05001216613714395	0.9559287451530046	0	0	2.5	7.488722451023223	COX8A;UQCRQ;UQCRC1;CYC1;COX5B
Thromboxane A2 receptor signaling	4/56	0.0511841983690293	0.966101744215428	0	0	2.8571428571428568	8.49235548621787	SLC9A3R1;ADRBK1;GNA12;FYN
Spliceosomal assembly	2/15	0.05283270093282616	0.9849059062786111	0	0	5.333333333333333	15.683333035361262	SNRPD2;SNRPB
Messenger RNA decay by 5' to 3' exoribonuclease	2/15	0.05283270093282616	0.9728948586410671	0	0	5.333333333333333	15.683333035361262	LSM7;LSM4
PRC2 complex long-term gene silencing through modification of histone tails	2/15	0.05283270093282616	0.9611732338381627	0	0	5.333333333333333	15.683333035361262	CBX4;BMI1
Purine metabolism	8/164	0.05421455955607076	0.9745712491627007	0	0	1.951219512195122	5.687425912418347	POLE4;POLR2J2;POLD2;NME2;NUDT2;POLR2G;APRT;POLR2L
Nucleotide excision repair	4/58	0.05691072142191488	1.0	0	0	2.758620689655172	7.9069559445711395	POLE4;POLD2;POLR2G;POLR2L
Capped intron-containing pre-mRNA processing	7/138	0.058456240913430456	1.0	0	0	2.028985507246377	5.761257322482767	SF3B5;SNRPD2;POLR2G;TXNL4A;SNRPB;HNRNPA0;POLR2L
Glyoxylate and dicarboxylate metabolism	2/16	0.05940541077305161	1.0	0	0	5.0	14.116849831533036	GRHPR;MTHFD2
Signaling by EGFR in cancer	6/111	0.060018518221585736	1.0	0	0	2.1621621621621623	6.082382978058848	ADRBK1;RPS6KB2;MLST8;ITPR3;RPS27A;HRAS
mTOR signaling pathway	6/113	0.06431776483525216	1.0	0	0	2.1238938053097343	5.82779342742149	RPS6;RPS6KB2;EIF4EBP1;MLST8;HRAS;PDK2
Allograft rejection	3/37	0.06453588403923348	1.0	0	0	3.2432432432432434	8.888217950878486	CD40;HLA-C;HLA-F
HIV infection	9/200	0.06464483434956346	1.0	0	0	1.7999999999999998	4.929924741735869	NELFB;FYN;POLR2G;NELFCD;RPS27A;RANGAP1;PSMB10;AP1M1;POLR2L
HIV genome transcription	4/61	0.06611592163711043	1.0	0	0	2.622950819672131	7.124841151897977	NELFB;POLR2G;NELFCD;POLR2L
Beta-arrestin-dependent recruitment of Src kinases in GPCR signaling	2/17	0.0662415915707929	1.0	0	0	4.705882352941176	12.773867020503221	ADRBK1;HRAS
Syndecan 3 pathway	2/17	0.0662415915707929	1.0	0	0	4.705882352941176	12.773867020503221	APH1A;FYN
Destabilization of mRNA by KSRP	2/17	0.0662415915707929	1.0	0	0	4.705882352941176	12.773867020503221	EXOSC6;EXOSC4
Zinc transporters	2/17	0.0662415915707929	1.0	0	0	4.705882352941176	12.773867020503221	SLC39A1;SLC39A3
Proteasome degradation	4/63	0.07265625462332848	1.0	0	0	2.5396825396825395	6.659087746355557	NEDD4;HLA-C;HLA-F;PSMB10
Folate metabolism	4/63	0.07265625462332848	1.0	0	0	2.5396825396825395	6.659087746355557	MTHFD2;SHMT2;MTHFS;SOD2
Nucleotide di- and triphosphate biosynthesis and interconversion	2/18	0.07332402120449992	1.0	0	0	4.444444444444444	11.612742279715478	DTYMK;NME2
p53 activity regulation	6/118	0.07583680482627643	1.0	0	0	2.0338983050847457	5.245772648904608	PPP2R4;TTC5;RPL23;SESN2;RPL11;CSNK1G2
HIV life cycle	6/118	0.07583680482627643	1.0	0	0	2.0338983050847457	5.245772648904608	NELFB;POLR2G;NELFCD;RANGAP1;RPS27A;POLR2L
DNA replication	9/207	0.0764835823204367	1.0	0	0	1.7391304347826086	4.47074638499492	POLE4;RPS27;POLD2;CENPM;RPS27A;RANGAP1;ITGB3BP;PSMB10;MCM2
ERK1/ERK2 MAPK pathway	4/65	0.079512678248973	1.0	0	0	2.4615384615384617	6.232218572816643	RPS6KA4;RPS6KB2;EIF4EBP1;HRAS
Signaling by constitutively active EGFR	2/19	0.08063617099611983	1.0	0	0	4.2105263157894735	10.601296667256518	RPS27A;HRAS
Tamoxifen metabolism	2/19	0.08063617099611983	1.0	0	0	4.2105263157894735	10.601296667256518	CYP1A1;CYP1B1
Destabilization of mRNA by butyrate response factor 1 (BRF1)	2/19	0.08063617099611983	1.0	0	0	4.2105263157894735	10.601296667256518	EXOSC6;EXOSC4
IGF-1 receptor and longevity	2/19	0.08063617099611983	1.0	0	0	4.2105263157894735	10.601296667256518	SOD2;HRAS
Thyroid-stimulating hormone signaling pathway	4/66	0.08305732510112497	1.0	0	0	2.4242424242424243	6.03205877749113	RPS6;GNA12;HRAS;RAP1GAP
Signaling by the B cell receptor (BCR)	7/151	0.08519040573794436	1.0	0	0	1.8543046357615893	4.5669046944055465	RPS6KB2;MLST8;ITPR3;FYN;RPS27A;HRAS;PSMB10
RNA polymerase III abortive and retractive initiation	2/20	0.08816218183787267	1.0	0	0	4.0	9.714308741076266	NFIX;POLR2L
Urea cycle and metabolism of amino groups	2/20	0.08816218183787267	1.0	0	0	4.0	9.714308741076266	PYCRL;PYCR1
CD28-dependent PI3K/Akt signaling	2/21	0.09588684119947874	1.0	0	0	3.8095238095238093	8.931758172484527	MLST8;FYN
E-cadherin keratinocyte pathway	2/21	0.09588684119947874	1.0	0	0	3.8095238095238093	8.931758172484527	VASP;FYN
Valine, leucine and isoleucine degradation	3/44	0.09705771960273352	1.0	0	0	2.727272727272727	6.361225718177528	PCCB;ABAT;ACADS
HNF3A pathway	3/44	0.09705771960273352	1.0	0	0	2.727272727272727	6.361225718177528	NCOA3;SFTPD;PISD
Downstream signaling events Of B cell receptor (BCR)	5/98	0.09918802730486051	1.0	0	0	2.0408163265306123	4.71579176421747	RPS6KB2;MLST8;RPS27A;HRAS;PSMB10
Signaling by FGFR in disease	6/128	0.1021348091644353	1.0	0	0	1.875	4.277740649708972	ADRBK1;RPS6KB2;MLST8;ITPR3;RPS27A;HRAS
Senescence and autophagy	5/99	0.10244796021859995	1.0	0	0	2.02020202020202	4.602828918210063	MLST8;BMI1;SLC39A1;HRAS;SLC39A3
Glycosaminoglycan biosynthesis: chondroitin sulfate	2/22	0.10379556080326813	1.0	0	0	3.6363636363636362	8.237571185428129	B3GAT3;B4GALT7
Integrin-mediated cell adhesion	5/100	0.10576065482120137	1.0	0	0	2.0	4.4931534226415195	VASP;CAPNS1;RAC2;FYN;HRAS
Post-elongation processing of intronless pre-mRNA	2/23	0.11187435504137663	1.0	0	0	3.4782608695652173	7.618709103989623	LSM10;SNRPB
RNA polymerase III transcription termination	2/23	0.11187435504137663	1.0	0	0	3.4782608695652173	7.618709103989623	NFIX;POLR2L
Signaling events mediated by PRL	2/23	0.11187435504137663	1.0	0	0	3.4782608695652173	7.618709103989623	ATF5;RABGGTA
Post-translational regulation of adherens junction stability and disassembly	3/48	0.11807273003133849	1.0	0	0	2.5	5.341136220470389	GNA12;FYN;HRAS
HES/HEY pathway	3/48	0.11807273003133849	1.0	0	0	2.5	5.341136220470389	RCAN1;CTBP1;ID1
Prolactin activation of MAPK signaling	4/75	0.11826909586753341	1.0	0	0	2.1333333333333333	4.5542245917778965	RPS6;EIF4EBP1;FYN;HRAS
Activation of RAS in B cells	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	HRAS
Sulfide oxidation to sulfate	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	SLC25A10
Coenzyme A biosynthesis	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	PPCDC
Cycling of Ran in nucleocytoplasmic transport	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	RANGAP1
Glyoxylate metabolism	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	GRHPR
N-glycan trimming and elongation in the cis-Golgi	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	MGAT1
Cytosolic tRNA aminoacylation	2/24	0.12010982001247623	1.0	0	0	3.333333333333333	7.064495959797489	YARS;WARS
ERBB1 downstream pathway	5/106	0.1267114019022413	1.0	0	0	1.8867924528301887	3.8978173667325606	RPS6KA4;RPS6;MLST8;ARPC4;HRAS
RNA polymerase I transcription initiation	2/25	0.12848911332067864	1.0	0	0	3.1999999999999997	6.566115518322446	EHMT2;UBTF
