Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Activation of NMDA receptor upon glutamate binding and postsynaptic events Homo sapiens R-HSA-442755	3/39	0.07322950908508677	1.0	0	0	3.076923076923077	8.04355941437563	RPS6KA2;GRIA3;GRIN2D
Signaling by FGFR4 Homo sapiens R-HSA-5654743	13/332	0.07503400764549997	1.0	0	0	1.5662650602409638	4.056334919067665	SHC2;CDKN1B;KSR1;PIK3R2;FOXO3;ADCY6;GRIN2D;ADCY5;ADCY9;RASGEF1A;KIT;KBTBD7;MAP3K11
Downstream signaling of activated FGFR1 Homo sapiens R-HSA-5654687	13/332	0.07503400764549997	1.0	0	0	1.5662650602409638	4.056334919067665	SHC2;CDKN1B;KSR1;PIK3R2;FOXO3;ADCY6;GRIN2D;ADCY5;ADCY9;RASGEF1A;KIT;KBTBD7;MAP3K11
Signaling by FGFR3 Homo sapiens R-HSA-5654741	13/333	0.07640299642925996	1.0	0	0	1.5615615615615615	4.015919966715472	SHC2;CDKN1B;KSR1;PIK3R2;FOXO3;ADCY6;GRIN2D;ADCY5;ADCY9;RASGEF1A;KIT;KBTBD7;MAP3K11
Signaling by FGFR1 Homo sapiens R-HSA-5654736	13/336	0.08060613878542405	1.0	0	0	1.5476190476190477	3.8971840588246183	SHC2;CDKN1B;KSR1;PIK3R2;FOXO3;ADCY6;GRIN2D;ADCY5;ADCY9;RASGEF1A;KIT;KBTBD7;MAP3K11
HDL-mediated lipid transport Homo sapiens R-HSA-194223	2/19	0.08063617099611983	1.0	0	0	4.2105263157894735	10.601296667256518	ABCA1;PLTP
Transmission across Chemical Synapses Homo sapiens R-HSA-112315	9/211	0.08380760694450949	1.0	0	0	1.7061611374407584	4.229968437076357	ADCY9;RPS6KA2;CACFD1;CACNA1A;VAMP2;ADCY6;GRIA3;GRIN2D;ADCY5
Signaling by NOTCH Homo sapiens R-HSA-157118	6/122	0.085840049639565	1.0	0	0	1.9672131147540983	4.830038562058518	HEYL;TLE1;APH1B;HDAC11;HDAC6;HES5
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion Homo sapiens R-HSA-381676	3/42	0.08718222910547488	1.0	0	0	2.8571428571428568	6.970727895708977	KCNB1;ADCY6;ADCY5
Downstream signal transduction Homo sapiens R-HSA-186763	13/341	0.08793339601683157	1.0	0	0	1.5249266862170088	3.707364573453603	SHC2;CDKN1B;KSR1;PIK3R2;FOXO3;ADCY6;GRIN2D;ADCY5;ADCY9;RASGEF1A;KIT;KBTBD7;MAP3K11
Chondroitin sulfate biosynthesis Homo sapiens R-HSA-2022870	2/20	0.08816218183787267	1.0	0	0	4.0	9.714308741076266	CHST9;BCAN
Vasopressin regulates renal water homeostasis via Aquaporins Homo sapiens R-HSA-432040	3/43	0.0920646511043347	1.0	0	0	2.7906976744186043	6.656551309777228	ADCY9;ADCY6;ADCY5
Iron uptake and transport Homo sapiens R-HSA-917937	3/43	0.0920646511043347	1.0	0	0	2.7906976744186043	6.656551309777228	FTH1;CYBRD1;ATP6V0D1
DAP12 signaling Homo sapiens R-HSA-2424491	13/344	0.09252369780130712	1.0	0	0	1.511627906976744	3.5981135084622524	SHC2;CDKN1B;KSR1;PIK3R2;FOXO3;ADCY6;GRIN2D;ADCY5;ADCY9;RASGEF1A;KIT;KBTBD7;MAP3K11
ERK/MAPK targets Homo sapiens R-HSA-198753	2/21	0.09588684119947874	1.0	0	0	3.8095238095238093	8.931758172484527	DUSP3;RPS6KA2
Phospholipase C-mediated cascade; FGFR3 Homo sapiens R-HSA-5654227	3/44	0.09705771960273352	1.0	0	0	2.727272727272727	6.361225718177528	ADCY9;ADCY6;ADCY5
PLC beta mediated events Homo sapiens R-HSA-112043	3/44	0.09705771960273352	1.0	0	0	2.727272727272727	6.361225718177528	ADCY9;ADCY6;ADCY5
Inositol phosphate metabolism Homo sapiens R-HSA-1483249	3/44	0.09705771960273352	1.0	0	0	2.727272727272727	6.361225718177528	NUDT10;IP6K1;IP6K3
G-protein mediated events Homo sapiens R-HSA-112040	3/45	0.10215828081331627	1.0	0	0	2.6666666666666665	6.0832850553957645	ADCY9;ADCY6;ADCY5
SALM protein interactions at the synapse Homo sapiens R-HSA-8849932	2/22	0.10379556080326813	1.0	0	0	3.6363636363636362	8.237571185428129	GRIA3;GRIN2D
Phospholipase C-mediated cascade; FGFR4 Homo sapiens R-HSA-5654228	3/46	0.10736313441562158	1.0	0	0	2.6086956521739126	5.821404549935052	ADCY9;ADCY6;ADCY5
IGF1R signaling cascade Homo sapiens R-HSA-2428924	11/288	0.10901647008305419	1.0	0	0	1.527777777777778	3.3859471349126897	SHC2;RASGEF1A;KSR1;CAB39L;KIT;IRS4;PIK3R2;TSC1;KBTBD7;MAP3K11;GRIN2D
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) Homo sapiens R-HSA-2404192	11/288	0.10901647008305419	1.0	0	0	1.527777777777778	3.3859471349126897	SHC2;RASGEF1A;KSR1;CAB39L;KIT;IRS4;PIK3R2;TSC1;KBTBD7;MAP3K11;GRIN2D
IRS-related events triggered by IGF1R Homo sapiens R-HSA-2428928	11/288	0.10901647008305419	1.0	0	0	1.527777777777778	3.3859471349126897	SHC2;RASGEF1A;KSR1;CAB39L;KIT;IRS4;PIK3R2;TSC1;KBTBD7;MAP3K11;GRIN2D
Branched-chain amino acid catabolism Homo sapiens R-HSA-70895	2/23	0.11187435504137663	1.0	0	0	3.4782608695652173	7.618709103989623	ACAD8;AUH
Phospholipase C-mediated cascade: FGFR1 Homo sapiens R-HSA-5654219	3/47	0.11266904115423244	1.0	0	0	2.553191489361702	5.57438450312141	ADCY9;ADCY6;ADCY5
DAP12 interactions Homo sapiens R-HSA-2172127	13/359	0.11765806402300348	1.0	0	0	1.448467966573816	3.099681794739214	SHC2;CDKN1B;KSR1;PIK3R2;FOXO3;ADCY6;GRIN2D;ADCY5;ADCY9;RASGEF1A;KIT;KBTBD7;MAP3K11
Toxicity of botulinum toxin type D (BoNT/D) Homo sapiens R-HSA-5250955	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	VAMP2
Toxicity of botulinum toxin type F (BoNT/F) Homo sapiens R-HSA-5250981	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	VAMP2
Catabolism of glucuronate to xylulose-5-phosphate Homo sapiens R-HSA-5661270	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	CRYL1
Negative regulation of TCF-dependent signaling by DVL-interacting proteins Homo sapiens R-HSA-5368598	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	DVL3
Electric Transmission Across Gap Junctions Homo sapiens R-HSA-112303	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	PANX1
Transmission across Electrical Synapses Homo sapiens R-HSA-112307	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	PANX1
Leukotriene receptors Homo sapiens R-HSA-391906	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	CYSLTR2
Arachidonate production from DAG Homo sapiens R-HSA-426048	1/5	0.11891526936765551	1.0	0	0	8.0	17.03475249279432	ABHD6
Nuclear Events (kinase and transcription factor activation) Homo sapiens R-HSA-198725	2/24	0.12010982001247623	1.0	0	0	3.333333333333333	7.064495959797489	DUSP3;RPS6KA2
Signaling by FGFR2 Homo sapiens R-HSA-5654738	13/361	0.12128255880390289	1.0	0	0	1.440443213296399	3.0388054700183393	SHC2;CDKN1B;KSR1;PIK3R2;FOXO3;ADCY6;GRIN2D;ADCY5;ADCY9;RASGEF1A;KIT;KBTBD7;MAP3K11
Phospholipase C-mediated cascade; FGFR2 Homo sapiens R-HSA-5654221	3/49	0.12357090514220292	1.0	0	0	2.4489795918367343	5.120669772142008	ADCY9;ADCY6;ADCY5
Signaling by ERBB4 Homo sapiens R-HSA-1236394	12/330	0.12623747792927187	1.0	0	0	1.4545454545454544	3.010313309766452	WWOX;SHC2;APH1B;CDKN1B;RASGEF1A;KSR1;KIT;PIK3R2;KBTBD7;FOXO3;MAP3K11;GRIN2D
Signaling by PDGF Homo sapiens R-HSA-186797	13/364	0.12683842595914985	1.0	0	0	1.4285714285714284	2.9497731986366373	SHC2;CDKN1B;KSR1;PIK3R2;FOXO3;ADCY6;GRIN2D;ADCY5;ADCY9;RASGEF1A;KIT;KBTBD7;MAP3K11
Biological oxidations Homo sapiens R-HSA-211859	8/199	0.12705133365575216	1.0	0	0	1.608040201005025	3.3176507693304553	POMC;RXRA;CYP2U1;GSTP1;EPHX1;CYP1B1;OPLAH;BPHL
Constitutive Signaling by AKT1 E17K in Cancer Homo sapiens R-HSA-5674400	2/25	0.12848911332067864	1.0	0	0	3.1999999999999997	6.566115518322446	CDKN1B;FOXO3
HDMs demethylate histones Homo sapiens R-HSA-3214842	2/25	0.12848911332067864	1.0	0	0	3.1999999999999997	6.566115518322446	KDM5D;UTY
RAF activation Homo sapiens R-HSA-5673000	2/25	0.12848911332067864	1.0	0	0	3.1999999999999997	6.566115518322446	KSR1;MAP3K11
Signaling by FGFR Homo sapiens R-HSA-190236	13/366	0.13062126554039893	1.0	0	0	1.4207650273224042	2.8919007864338733	SHC2;CDKN1B;KSR1;PIK3R2;FOXO3;ADCY6;GRIN2D;ADCY5;ADCY9;RASGEF1A;KIT;KBTBD7;MAP3K11
Aquaporin-mediated transport Homo sapiens R-HSA-445717	3/51	0.13483744322316818	1.0	0	0	2.352941176470588	4.714553765545066	ADCY9;ADCY6;ADCY5
Apoptotic execution  phase Homo sapiens R-HSA-75153	3/51	0.13483744322316818	1.0	0	0	2.352941176470588	4.714553765545066	CDH1;PKP1;ADD1
Diseases associated with glycosaminoglycan metabolism Homo sapiens R-HSA-3560782	2/26	0.1369999344737361	1.0	0	0	3.076923076923077	6.116230250609304	BCAN;PRELP
RSK activation Homo sapiens R-HSA-444257	1/6	0.14094786294456849	1.0	0	0	6.666666666666666	13.062434822233206	RPS6KA2
Metabolic disorders of biological oxidation enzymes Homo sapiens R-HSA-5579029	1/6	0.14094786294456849	1.0	0	0	6.666666666666666	13.062434822233206	POMC
PTK6 Regulates Cell Cycle Homo sapiens R-HSA-8849470	1/6	0.14094786294456849	1.0	0	0	6.666666666666666	13.062434822233206	CDKN1B
Opioid Signalling Homo sapiens R-HSA-111885	4/81	0.14476468418008995	1.0	0	0	1.9753086419753085	3.817571797652061	POMC;ADCY9;ADCY6;ADCY5
CREB phosphorylation through the activation of Ras Homo sapiens R-HSA-442742	2/27	0.1456305058632748	1.0	0	0	2.962962962962963	5.708689324070283	RPS6KA2;GRIN2D
Effects of PIP2 hydrolysis Homo sapiens R-HSA-114508	2/27	0.1456305058632748	1.0	0	0	2.962962962962963	5.708689324070283	PRKCH;ABHD6
Peroxisomal lipid metabolism Homo sapiens R-HSA-390918	2/27	0.1456305058632748	1.0	0	0	2.962962962962963	5.708689324070283	NUDT7;ACOX3
Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell Homo sapiens R-HSA-112314	6/142	0.14585797772300915	1.0	0	0	1.6901408450704225	3.253727131316894	ADCY9;RPS6KA2;GRIA3;ADCY6;GRIN2D;ADCY5
Arachidonic acid metabolism Homo sapiens R-HSA-2142753	3/53	0.14644202157094957	1.0	0	0	2.2641509433962264	4.349718534458366	CYP2U1;CYP1B1;PTGDS
Golgi Associated Vesicle Biogenesis Homo sapiens R-HSA-432722	3/54	0.15236274042928305	1.0	0	0	2.222222222222222	4.1810914466514895	FTH1;HIP1R;VAMP2
Adrenaline,noradrenaline inhibits insulin secretion Homo sapiens R-HSA-400042	2/28	0.15436955442437558	1.0	0	0	2.8571428571428568	5.338302420588211	ADCY6;ADCY5
Energy dependent regulation of mTOR by LKB1-AMPK Homo sapiens R-HSA-380972	2/28	0.15436955442437558	1.0	0	0	2.8571428571428568	5.338302420588211	CAB39L;TSC1
Signaling by Insulin receptor Homo sapiens R-HSA-74752	11/311	0.15812431614600705	1.0	0	0	1.4147909967845658	2.6094033681104087	SHC2;RASGEF1A;KSR1;CAB39L;KIT;PIK3R2;TSC1;ATP6V0D1;KBTBD7;MAP3K11;GRIN2D
GABA receptor activation Homo sapiens R-HSA-977443	3/55	0.15835797713897543	1.0	0	0	2.1818181818181817	4.020866466848246	ADCY9;ADCY6;ADCY5
Defective CHST3 causes SEDCJD Homo sapiens R-HSA-3595172	1/7	0.16243058031155067	1.0	0	0	5.7142857142857135	10.385740380401181	BCAN
Defective CHSY1 causes TPBS Homo sapiens R-HSA-3595177	1/7	0.16243058031155067	1.0	0	0	5.7142857142857135	10.385740380401181	BCAN
Defective CHST14 causes EDS, musculocontractural type Homo sapiens R-HSA-3595174	1/7	0.16243058031155067	1.0	0	0	5.7142857142857135	10.385740380401181	BCAN
Defective CHST6 causes MCDC1 Homo sapiens R-HSA-3656225	1/7	0.16243058031155067	1.0	0	0	5.7142857142857135	10.385740380401181	PRELP
Defective ST3GAL3 causes MCT12 and EIEE15 Homo sapiens R-HSA-3656243	1/7	0.16243058031155067	1.0	0	0	5.7142857142857135	10.385740380401181	PRELP
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d) Homo sapiens R-HSA-3656244	1/7	0.16243058031155067	1.0	0	0	5.7142857142857135	10.385740380401181	PRELP
CREB phosphorylation Homo sapiens R-HSA-199920	1/7	0.16243058031155067	1.0	0	0	5.7142857142857135	10.385740380401181	RPS6KA2
Phase 3 - rapid repolarisation Homo sapiens R-HSA-5576890	1/7	0.16243058031155067	1.0	0	0	5.7142857142857135	10.385740380401181	KCNE3
Histidine catabolism Homo sapiens R-HSA-70921	1/7	0.16243058031155067	1.0	0	0	5.7142857142857135	10.385740380401181	HNMT
Synthesis of Ketone Bodies Homo sapiens R-HSA-77111	1/7	0.16243058031155067	1.0	0	0	5.7142857142857135	10.385740380401181	BDH2
Cell junction organization Homo sapiens R-HSA-446728	4/86	0.1684397588656009	1.0	0	0	1.8604651162790697	3.3138178739793065	CDH1;CTNND1;CLDN7;LIMS2
Unfolded Protein Response (UPR) Homo sapiens R-HSA-381119	4/86	0.1684397588656009	1.0	0	0	1.8604651162790697	3.3138178739793065	WFS1;CTDSP2;ATP6V0D1;ADD1
PI3K/AKT Signaling in Cancer Homo sapiens R-HSA-2219528	4/86	0.1684397588656009	1.0	0	0	1.8604651162790697	3.3138178739793065	CDKN1B;KIT;PIK3R2;FOXO3
MAPK targets/ Nuclear events mediated by MAP kinases Homo sapiens R-HSA-450282	2/30	0.17213040735200277	1.0	0	0	2.6666666666666665	4.692007752438898	DUSP3;RPS6KA2
IRS-mediated signalling Homo sapiens R-HSA-112399	10/284	0.17581927198387065	1.0	0	0	1.408450704225352	2.4483079933207805	SHC2;RASGEF1A;KSR1;CAB39L;KIT;PIK3R2;TSC1;KBTBD7;MAP3K11;GRIN2D
Adherens junctions interactions Homo sapiens R-HSA-418990	2/31	0.18113203111493761	1.0	0	0	2.5806451612903225	4.40910725152166	CDH1;CTNND1
Amino acid transport across the plasma membrane Homo sapiens R-HSA-352230	2/31	0.18113203111493761	1.0	0	0	2.5806451612903225	4.40910725152166	SLC6A6;SLC38A5
VEGF ligand-receptor interactions Homo sapiens R-HSA-194313	1/8	0.18337711757031785	1.0	0	0	5.0	8.481052474133024	VEGFB
VEGF binds to VEGFR leading to receptor dimerization Homo sapiens R-HSA-195399	1/8	0.18337711757031785	1.0	0	0	5.0	8.481052474133024	VEGFB
WNT mediated activation of DVL Homo sapiens R-HSA-201688	1/8	0.18337711757031785	1.0	0	0	5.0	8.481052474133024	DVL3
Relaxin receptors Homo sapiens R-HSA-444821	1/8	0.18337711757031785	1.0	0	0	5.0	8.481052474133024	RLN2
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members Homo sapiens R-HSA-111453	1/8	0.18337711757031785	1.0	0	0	5.0	8.481052474133024	BMF
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET) Homo sapiens R-HSA-2142670	1/8	0.18337711757031785	1.0	0	0	5.0	8.481052474133024	CYP1B1
Ketone body metabolism Homo sapiens R-HSA-74182	1/8	0.18337711757031785	1.0	0	0	5.0	8.481052474133024	BDH2
Formyl peptide receptors bind formyl peptides and many other ligands Homo sapiens R-HSA-444473	1/8	0.18337711757031785	1.0	0	0	5.0	8.481052474133024	HEBP1
Insulin receptor signalling cascade Homo sapiens R-HSA-74751	10/287	0.18377882695197212	1.0	0	0	1.3937282229965156	2.3610066506237066	SHC2;RASGEF1A;KSR1;CAB39L;KIT;PIK3R2;TSC1;KBTBD7;MAP3K11;GRIN2D
Signaling by NOTCH2 Homo sapiens R-HSA-1980145	2/32	0.1902017379712103	1.0	0	0	2.5	4.149174978285558	APH1B;HES5
Cell-cell junction organization Homo sapiens R-HSA-421270	3/61	0.19571013951815233	1.0	0	0	1.9672131147540983	3.2087618250165857	CDH1;CTNND1;CLDN7
Cell death signalling via NRAGE, NRIF and NADE Homo sapiens R-HSA-204998	3/61	0.19571013951815233	1.0	0	0	1.9672131147540983	3.2087618250165857	APH1B;MCF2;SOS2
Sphingolipid de novo biosynthesis Homo sapiens R-HSA-1660661	2/33	0.19933052198776197	1.0	0	0	2.4242424242424243	3.9097961637318743	CERS4;COL4A3BP
Inactivation, recovery and regulation of the phototransduction cascade Homo sapiens R-HSA-2514859	2/33	0.19933052198776197	1.0	0	0	2.4242424242424243	3.9097961637318743	PDE6G;GUCA1A
Sialic acid metabolism Homo sapiens R-HSA-4085001	2/33	0.19933052198776197	1.0	0	0	2.4242424242424243	3.9097961637318743	NEU3;SLC35A1
Detoxification of Reactive Oxygen Species Homo sapiens R-HSA-3299685	2/33	0.19933052198776197	1.0	0	0	2.4242424242424243	3.9097961637318743	GSTP1;GPX7
Transport of nucleotide sugars Homo sapiens R-HSA-727802	1/9	0.20380083047636524	1.0	0	0	4.444444444444444	7.069387036640817	SLC35A1
