	Sample: GSM2344965	Sample: GSM2344966	Sample: GSM2344967	Sample: GSM2344968	Sample: GSM2344969	Sample: GSM2344970	Sample: GSM2344971	Sample: GSM2344972	Sample: GSM2344973	Sample: GSM2344974	Sample: GSM2344975	Sample: GSM2344976
Gene: GLUL	1.2383980568948432	1.2433674596689919	1.2514463202246653	-0.7445799287659481	-0.9999185009849876	-0.8812253363866729	0.6944393006964166	0.721994328573404	0.7182981235519406	-1.078267926389621	-1.0847842773324123	-1.0791676197506195
Gene: BIRC7	0.3263458387294709	0.7403459180280482	0.516421620524566	1.3489932405480674	1.393049876828414	1.365266793632664	-1.03192326224286	-1.03192326224286	-0.9127711163930982	-0.7626509067290544	-0.9192314784404978	-1.03192326224286
Gene: TRPM1	1.4419216048170334	1.0319018249818475	1.0314422161730739	0.7734109615586444	0.7438014027363629	0.738406974956851	-1.1220344991289253	-1.3148525539478326	-1.195548874500369	-0.4137010342786314	-0.7212618221910596	-0.9934862011769942
Gene: MT1E	0.2746320875557681	0.42585694206455893	0.6092291584635077	-1.0761400356862958	-0.9602638346734136	-0.9590337163468703	1.43205628076176	1.4673559228796742	1.369264782488048	-0.752499849602352	-1.0761400356862958	-0.7543177022180905
Gene: CHRDL1	-1.0666670779619665	-1.0666670779619665	-0.6370868407570899	-0.9402430913280683	-1.0666670779619665	-1.0666670779619665	0.7331484943775124	0.6875354691115777	0.6893400371429739	1.3198427069361018	1.300732556110303	1.1133989802545545
Gene: DCT	0.8072490270695017	1.2698664956452566	1.0913779783367925	0.7559399584413201	0.7663522957545006	0.7836231896066352	-1.3711099458997957	-1.4899577411619107	-1.4892797538987104	-0.23458165502164158	-0.4035735458293495	-0.4859063030425957
Gene: EEF1A2	-1.3716846215844418	-1.373844421983515	-1.4628579631026473	-0.4980727637617421	-0.5147957173134633	-0.3461144250056214	1.0932765371358077	1.1112465543082508	1.2084158153518147	0.829617418565039	0.693801246695652	0.6310123406948664
Gene: A2M	0.8130612702642707	1.0221879311813162	0.7729497770792135	0.15679363484598105	0.13357732421889107	0.15314018951663455	-1.6930192652131866	-1.5673512885249419	-1.7323907985299463	0.8273516241852469	0.5254133595859929	0.5882862413905285
Gene: MLANA	1.065480216155037	1.029658795017625	1.0646658583808797	0.6473786490467909	0.6446282749671995	0.66728848992709	-1.6064053458853962	-1.61876115440155	-1.4463309540631581	-0.005466128861891575	-0.20446594817416278	-0.23767075210846209
Gene: UCHL1	0.838658603123461	0.505792936775058	0.7876647062436534	-0.8462067546679747	-0.9196672810055888	-1.187301719560297	1.2188024716329473	1.2481110316308663	1.2418980827476556	-0.9128664914151281	-0.7875838659443548	-1.187301719560297
Gene: CDC42EP1	0.9520950386432339	0.7654899762088958	0.8335643672408948	-1.0299152073689974	-1.0448056019844336	-1.0429121487788868	1.1149878045239738	1.119017933480676	1.1718235391591176	-0.9172109610107655	-1.0492560195876104	-0.8728787205260969
Gene: PRRX1	-0.9958351684838843	-1.2186859144837414	0.7825168308329956	-1.000507214709091	-1.2186859144837414	-1.098913891825037	0.28115542451293724	0.2790037600231997	0.3447296130620928	1.1900656042028424	1.3227072443675507	1.332449626983877
Gene: TGFBI	-0.9684737122818874	-0.4456704915117851	-0.46570165152983756	-0.8598979994166905	-0.8143339623938258	-1.0196520728556753	1.6184655044783778	1.6250478090757206	1.6923578246865316	-0.25355424326033715	-0.12440923233360765	0.01582222734301454
Gene: RUNX3	0.8505802137651577	0.8385609388931959	0.8011619080617681	1.1200599033403087	1.0665515822781326	1.0558152537051906	-0.6383660069353748	-0.6094098299915475	-0.4462413379405431	-1.3029674322458606	-1.3097421702878747	-1.4260030226425517
Gene: SLC24A5	0.7214974437165992	0.800031757306099	0.720916961731479	0.5199736488704402	0.5138020495199672	0.5301891331484888	-1.677887123682713	-1.8784517488815486	-1.5982042402525565	0.459832366209378	0.4503428370173934	0.43795691529697167
Gene: KRT80	-0.8235261691933992	-0.9577034330781962	-0.9577034330781962	-0.6078612997263945	-0.5050643726473281	-0.34620296787773475	1.6448748849812458	1.6730249320706623	1.723259361529727	-0.3833143495045598	-0.3195917430864936	-0.14019141038933344
Gene: GPNMB	0.7716746811244678	0.9277117506711021	0.7483468075630942	0.4720135623486318	0.47954350457222755	0.47240801896995305	-1.7245072345686208	-1.648841245883465	-1.7565337567208723	0.45439720301248787	0.41587884801521197	0.38790786089577656
Gene: MAGEA3	-1.6850223696743445	-1.820275494852817	-1.6857547300686153	0.5486278178780849	0.5548074808717514	0.5279536712570562	0.6150254263618666	0.6023043868018804	0.5359755521505195	0.5698934922607299	0.6339012973496898	0.6025634696641989
Gene: CDH1	1.747449465779266	1.7430233645126643	1.6616263868141146	-0.47797960104486337	-0.35446684358893316	-0.36089039327519856	-0.5687206674144546	-0.6752239703047286	-0.8036001119703666	-0.5290660978990146	-0.6542760641111415	-0.7278754674973434
Gene: ITIH5	-0.9631603503984956	-0.9193846330315243	-0.529064823911415	0.6390959463553704	0.5910071478730603	0.6655952694250664	-1.0895515960798585	-1.0393427864273346	-1.2219236805061409	1.3259818105380212	1.2729747173479815	1.2677729788152683
Gene: SLC45A2	0.2819107752907823	0.6919269332507197	0.49349303286214197	0.7467915480874446	0.7349519234806403	0.6928136702964189	-1.6226785161252917	-1.82660816235934	-1.7004293293294577	0.5271575716131438	0.47315955346267746	0.5075109994701198
Gene: TRPM2	-1.106944998644822	-0.8787820143844917	-0.9715774213377134	0.8533313288542903	0.843453609517328	0.8339090820997173	1.1662688621624433	1.204653772953048	1.0362031185170113	-1.106944998644822	-1.106944998644822	-0.7666253424471678
Gene: MAL	1.7543939850324637	1.4909207896501664	1.7349327358548996	-0.034523047974474134	-0.06237077677461755	-0.22180320574189122	-0.7979894653894117	-0.7979894653894117	-0.6716031530994884	-0.7979894653894117	-0.7979894653894117	-0.7979894653894117
Gene: HLA-DRB3	-1.018743463423086	-1.018743463423086	-1.018743463423086	-1.018743463423086	-1.018743463423086	-0.8947872915154985	0.9077324301542256	0.8971898983841603	1.02130749781461	1.1103518640624734	1.0191605466142128	1.032762371601246
Gene: MAGEC1	-1.0856333053419087	-0.9505898792973657	-1.0856333053419087	0.9570725195731165	0.908417021431485	0.9313609886406921	-0.9666422879295857	-1.0856333053419087	-0.7993399656507223	1.055946864507952	0.9739043855932761	1.1467702691568784
Gene: MAGEA6	-1.8256381508395034	-1.5245065607389412	-1.8256381508395034	0.5019985676458781	0.5105239836823167	0.48273560439898816	0.6442901722020972	0.6495432503535983	0.5662898559251173	0.5780669869505699	0.6404043293414543	0.6019301119179274
Gene: PRAME	-1.7091452727952394	-1.8043655251463782	-1.6397337918347863	0.6781253714476424	0.6776083258086607	0.7090298186765586	0.36355053537837867	0.3585866429038605	0.3984154812507405	0.6933037177191171	0.6456148224605422	0.6290098741309018
Gene: GYG2	1.0447286191429856	1.0750395387342615	1.0453232540488742	0.8629313570132964	0.8451604671418989	0.8491810782908809	-1.2524480234203221	-1.4592417880090627	-1.3312908187629495	-0.5760430667354977	-0.7377111456821468	-0.36562947176221816
Gene: CAPN3	0.8904991618588463	0.868428103590257	1.0007785256696087	0.4634353927302589	0.4591502123976766	0.49953769920378577	-1.7076015164311886	-1.7010929628983495	-1.6431301924266029	0.3805575490909869	0.21261648676077263	0.27682154045394725
Gene: PRDX2	1.1424199745220276	1.1856338029098	1.192224432485771	0.78158226759537	0.7832159381187065	0.7847020985719091	-1.0455771040905502	-1.321496241649533	-1.1018698050479605	-0.7053431309973165	-0.9876350139813301	-0.7078572184368945
Gene: FLNC	-0.5772507150789556	-0.8535670178105262	0.8349774746960021	-0.36499611256330705	-0.5701657401476079	-0.6572683936027756	1.5790198995560187	1.564128935693702	1.531314140067133	-0.7788368860656075	-0.884174451460157	-0.8231811332839193
Gene: GAGE12J	-0.6792170120468731	-0.6792170120468731	-0.6792170120468731	-0.6792170120468731	-0.29049934220015794	-0.6792170120468731	-0.6792170120468731	-0.6792170120468731	-0.04096193398025585	1.8065975917591441	1.7873590440595029	1.4920237246898789
Gene: CT45A1	-0.5773334014233305	-0.5773334014233305	-0.5773334014233305	-0.5773334014233305	-0.5773334014233305	-0.5773334014233305	-0.5773334014233305	-0.5773334014233305	-0.5773334014233305	1.746870286004225	1.7381572684394868	1.7109730583662635
Gene: TRIM63	1.2380422161564137	1.1510082998913829	0.9809858856129051	0.651638721713743	0.5385450112996729	0.5618755261106786	-1.6157433648216142	-1.4908066546691563	-1.4860804701521784	-0.08431869394159798	-0.19113603467908058	-0.25401044252116867
Gene: HLA-DRA	-1.6929156328983985	-1.6929156328983985	-1.6929156328983985	0.6010958803186867	0.4600707854405297	0.731212913294405	0.7500308646859221	0.7792913118514521	0.9533350661087662	0.259107668618575	0.2852356469871048	0.2593667613897541
Gene: PLA1A	0.38747764651630756	0.8343310219333953	0.704564853615274	0.7544043382065668	0.7906731217855562	0.8014384834500264	-1.6838370288451974	-1.8061786847868433	-1.583446854077328	0.29616958778902025	0.2306697533181718	0.2737337610950499
Gene: MGP	-0.8189614662958292	-1.109253305348258	-0.9530168797648413	-0.01241495871759338	-0.0018463967674322837	0.10082752448716917	-0.671459253425274	-0.7445598144926271	-0.6213033606427915	1.669782177697874	1.5576024935328383	1.6046032397367656
Gene: SLC16A6	1.0684306123118614	1.090019533958798	0.9102873705620107	0.9768753080974218	0.9524138826744807	0.9656063268660318	-0.9657740979603947	-1.2827347086662144	-1.0487406292815915	-0.8951695628493807	-0.8841543868455854	-0.8870596488674376
Gene: CDKN2A	0.03863473860200927	-0.30995303303794075	-0.3130117211595906	0.7588781135370644	0.7575752429144813	0.7880240634360578	0.8927320228012038	0.925695113280206	1.0947436540574622	-1.438200546375766	-1.6627784254775801	-1.5323392225776062
Gene: SLC17A9	0.4515702618364495	0.4128458318252914	0.8348538529816429	1.3212166089574067	1.3583677090869226	1.3508466147172098	-0.9921524000779259	-0.9921524000779259	-0.9921524000779259	-0.9921524000779259	-0.9921524000779259	-0.7689388790152941
Gene: SOD3	-0.2083338497705038	0.13055132400435032	0.1555004181902889	-0.9022475307100793	-0.912982002397848	-0.7481076790541721	-0.9170999266763349	-0.6939857395714276	-0.7434046341707123	1.7357131678739846	1.579062105242189	1.5253343470402654
Gene: AC009133.22	0.973724242120901	0.9361756937069907	0.9429290653248937	1.0644248737145483	1.031701681859257	1.0471928806477322	-0.9993580728957205	-0.9993580728957205	-0.9993580728957205	-0.9993580728957205	-0.9993580728957205	-0.9993580728957205
Gene: MAGEA12	-1.8041668268298423	-1.5657903793451493	-1.8041668268298423	0.470957474184863	0.4727871057120481	0.47154766082764693	0.6859614924560337	0.6886354476943263	0.6287753807268678	0.5444826998605903	0.6250410609896665	0.5859357105527899
Gene: FMOD	-0.48653458446273096	-0.7956405612014111	-0.8926910838922231	0.12687135986646766	-0.18708465526227194	-0.4577918972586763	-0.6440466600623738	-0.7445814331103612	-0.9021327421746149	1.7457055684615583	1.6243829263552707	1.6135437627413673
Gene: KCNMA1	-0.9268314620976896	-1.4419180601753283	-0.09749774271654948	-1.0178659808108255	-1.1494354669492999	-1.037955436181076	1.096233144099239	1.16016991894943	1.1883338800093026	0.6911184947460346	0.7440189938458632	0.7916297172809005
Gene: ARHGEF5	0.7674916102199106	0.8407065808877933	0.8122719333330427	1.175396205657677	1.1804958316411536	1.1716542137892922	-0.991336062588145	-0.991336062588145	-0.991336062588145	-0.991336062588145	-0.991336062588145	-0.991336062588145
Gene: PYCARD	0.9354455419720257	0.9092122765043005	0.8972116049235964	1.0893593528770924	1.0442423123809594	1.091514040400012	-1.031693098186082	-1.09762910096562	-1.1851236387553652	-0.8229574194397874	-0.9216882202818926	-0.9078936514292396
Gene: IGSF11	0.856133624381984	0.9102207029671423	0.9007735916559643	0.5132692728419196	0.4671711888658524	0.462459893027059	-1.6940624430821023	-1.6940624430821023	-1.6940624430821023	0.3891416024589055	0.27350231610962245	0.3095151369378579
Gene: BCL2A1	0.639612890612572	0.7267957675833787	0.6415924224697784	0.5311553245925047	0.46684286038523143	0.5411252431643803	-1.7283703825046248	-1.7283703825046248	-1.7283703825046248	0.5770290725980304	0.5473176572346115	0.5136399088733865
Gene: CT45A6	-0.5914326979618518	-0.5914326979618518	-0.5914326979618518	-0.5914326979618518	-0.4607000130843063	-0.5914326979618518	-0.5914326979618518	-0.5914326979618518	-0.5914326979618518	1.7733851140181873	1.7252521317565148	1.6935243510044198
Gene: CT45A10	-0.5773358960969495	-0.5773358960969495	-0.5773358960969495	-0.5773358960969495	-0.5773358960969495	-0.5773358960969495	-0.5773358960969495	-0.5773358960969495	-0.5773358960969495	1.7249897765252908	1.751696789062304	1.7193364992849507
Gene: BMP7	-0.9603942384740148	-0.8485210583794669	-0.8993215977808227	1.0012184436741276	1.0097941225186158	0.9808751156087725	-1.0656415063593356	-1.0605414401207045	-1.1488531145738305	1.0272282813523996	0.9938962135730338	0.9702607789612261
Gene: DPP4	1.75356659497648	1.8737565666764284	1.4192701528770857	-0.8873303106891138	-0.6626058833602868	-0.6605102937202838	-0.6690012749570744	-0.7571659797511443	-0.752242041504402	-0.15621731170471498	-0.2591578682367939	-0.24236235060618008
Gene: SLC7A8	0.8549192508067187	0.8636440397398755	0.6954720301951585	0.8118772355945317	0.7952820686959446	0.7126181404789117	-1.6417229686297787	-1.6348413143688936	-1.6856686402347547	0.10286336708956387	0.14089866842674265	-0.015341877794019413
Gene: SPATS1	-0.9744371543588523	-0.9744371543588523	-0.9744371543588523	0.6315125425150974	0.6589821115053859	0.6895846543166874	-0.9744371543588523	-0.9744371543588523	-0.9744371543588523	1.3494096385103207	1.3103008070794224	1.2068331722261993
Gene: SERPINB7	-0.752135445883199	-0.752135445883199	0.006440285667711132	-0.752135445883199	-0.752135445883199	-0.752135445883199	1.7716967855596935	1.7377574448777773	1.5477576901565084	-0.24958410086111532	-0.5315524491715979	-0.5218384268129816
Gene: IRF4	1.0307262763049005	1.1188420713443683	1.0698545214106623	0.6824864372861525	0.7086074180346597	0.7243974678040976	-1.5698712695545443	-1.5038282240233443	-1.4424304578842608	-0.3783596887733927	-0.19021676660583758	-0.25020778534346294
Gene: THBS1	-0.3323349540378036	-1.408214557905283	0.5122854784724095	-1.2450129883009196	-1.3427828886645412	-1.252298077406084	1.2114547677251888	1.2016814642610198	0.7166854184638756	0.4796445441941727	0.6898566415251495	0.769035151672814
Gene: KRTAP2-3	-0.9486841748971422	-0.9486841748971422	-0.9486841748971422	-0.39354040326675727	-0.224608459229184	-0.5862405444857592	1.7148832398214413	1.5957435492524352	1.686313166725119	-0.5806005673917101	-0.27262155923010384	-0.09327589750405484
Gene: MME	-0.010001955903787788	0.662383718867999	0.5513840222591596	0.9022089184868838	0.9189645875724007	0.9618393142099246	0.4005562514778735	0.4026012664148212	0.19866493850656988	-1.5777300482696346	-1.7567103962754311	-1.6541606173467787
Gene: ZNF518B	0.508629936451361	0.5926204013359256	0.4730806054656851	0.5644896381531415	0.5853672211660073	0.5682835573872967	-1.7302189640451118	-1.7302189640451118	-1.7302189640451118	0.635325624257721	0.6347943727390165	0.6280655351791802
Gene: PMP2	-0.37866960085092927	-0.7488249121701303	-0.47427017249930575	0.8815948093235868	0.9347524258462766	0.8967869264930926	-1.3431558510656783	-1.4324199351022704	-1.3304895685465519	1.0034480627199718	1.0056524027279479	0.98559541312399
Gene: TRHDE	-0.732270284251355	-0.6325435216986378	-0.06158296075257285	-0.5580750557225164	-0.5174861883666829	-0.8797121317961583	1.7122777751352574	1.6516491321770013	1.7360775363972047	-0.45702092021151125	-0.7502690095042445	-0.5110443714057843
Gene: IGFBP5	0.11752339235506773	-0.08811010616050408	0.22958281835580532	-1.1782194308538096	-1.2900367553416985	-1.2886252281387702	-0.4284207017251709	-0.5465038288391841	-0.009846055589393447	1.3487861376519281	1.5851585108289359	1.5487112474567934
Gene: SGCD	0.9527369134523286	0.8747553818934556	0.8937116356342618	0.4337043481954375	0.3865090355401208	0.4070862498613969	-1.41130409621445	-1.9343496063831038	-1.7000293525700112	0.36277859149898767	0.379425400520889	0.3549754985706867
Gene: LRP2	-1.1068652530913767	-1.1068652530913767	-0.8576219437850345	0.5982751352296194	0.5853836356041507	0.8034758784832355	-0.9779824921485631	-0.8058254088283248	-0.9695525823317005	1.37098258419409	1.2495093486170117	1.2170863511482695
Gene: CDH3	1.42577355626943	1.3684216617608564	1.3497150319672155	0.5301597439232165	0.4686250117231864	0.550404533884562	-1.003762322968959	-1.0464192736872637	-1.0954151907623595	-0.8964100696409416	-0.8346642967117319	-0.8164283857572109
Gene: MAGEA1	-1.4785199765162034	-1.4785199765162034	-1.4785199765162034	-0.3674471548689113	-0.26234845200491613	-0.4309558682954121	0.9602130667598795	0.9889331328439209	0.8688913970418857	0.8286572088363293	0.9151836356859665	0.9344329635498667
Gene: CELF2	0.9129814754020869	0.9937270450273078	0.8942787399120664	0.64461512076657	0.6345597431258216	0.6509018504903696	-1.6637745756396642	-1.717730447655007	-1.548815705470151	0.015234130035125124	0.05574204292586986	0.12828058107960352
Gene: VCX3A	-0.9935407708334149	-0.9935407708334149	-0.9935407708334149	1.209655286263297	1.1017158388079693	1.1261759149626962	-0.9935407708334149	-0.9935407708334149	-0.9935407708334149	0.8792909534726144	0.7640854960444126	0.8803211354494993
Gene: CEACAM1	0.6247213798263407	0.534554664788102	0.3237686018887353	1.1104283378728217	1.082136052247997	1.1044920296144942	-1.7179010983247027	-1.5763716373507783	-1.4677034065320578	-0.04186736756303434	-0.025920888986404742	0.049663332518486876
Gene: MBP	0.9377441553049397	0.904841885631874	0.720770796959925	1.0794760148923703	1.0696706246943684	1.0692637350872174	-1.3460150614448032	-1.3706367320450195	-1.1580885394467983	-0.4057326922834645	-0.8075068952641162	-0.6937872920864899
Gene: LRP3	1.1017932778843156	0.9936280641373276	1.0160190129366193	-0.5955226387600437	-0.5531164402019696	-0.6388297178292655	-1.4217060134062356	-1.2873644990952244	-1.2822825437263876	0.9294336791311302	0.8900648037512091	0.8478830151785236
Gene: RXRG	0.22020500869683113	0.22727576307918243	0.12567236938001874	0.7429818212688347	0.7122066852650816	0.7718345856886224	-1.8328303507258439	-1.698086889694089	-1.5170285304476556	0.7718296880132415	0.7403078383174064	0.7356320111583717
Gene: SYK	1.0443286753724832	0.867476506125089	0.8589602683012157	1.0635525426286032	1.0161274515685508	0.996373596844515	-1.2887457400229416	-1.1679563183167592	-1.3501867037166886	-0.7775023150997937	-0.7126582044599009	-0.5497697592243735
Gene: PPP1R14C	-1.039728608333656	-1.039728608333656	-1.039728608333656	1.0881768857640706	1.1211529822340998	1.1702780037421934	-0.9079641699166302	-1.039728608333656	-0.8993457765426869	0.8963950784240724	0.8416468388102635	0.8485745908192417
Gene: PI15	-0.6813948279459568	-0.2946721886815881	-0.4378055155217025	0.8369504114850611	0.8214031537433862	0.8322015339624528	-1.3293075930824538	-1.322150933750143	-1.5521513395507107	1.105061512541122	1.0111185298354244	1.0107472569651095
Gene: COL19A1	-0.37325045860868883	-0.6744666196163148	-0.49297165065594256	0.8480234540496108	0.7782448433963028	0.9221876173996042	-1.3223276129471009	-1.3146370647659176	-1.4975557796488412	0.9641305224096471	1.0792465978393566	1.0833761511482853
Gene: CRYAB	1.2350587977395857	0.8369726343469075	1.032049364756415	-0.79258701372969	-1.0342490004808236	-0.9445671622617164	-1.0438818304196955	-1.324070476600607	-0.7849874383918137	1.015121275721816	0.8950450624857174	0.9100957868339031
Gene: RFPL4A	-0.6421882580719865	-0.6421882580719865	-0.6421882580719865	-0.6421882580719865	-0.6421882580719865	-0.6421882580719865	1.5964971207085383	1.7214351798775835	1.8390300692648542	-0.3237797804562634	-0.33786478289080807	-0.6421882580719865
Gene: CASP1	0.5607811044441822	1.032053966084337	0.9185274325200906	1.0812459846757516	1.0986782638630224	1.1353799552102666	-1.2442966721077011	-1.3766413486823599	-0.941442039800089	-0.7263893800876645	-0.9580092220828887	-0.5798880440369466
Gene: FAM69C	1.445631761574043	1.5356444972398402	1.5169442674024072	0.1592801739590026	0.11267547763674363	0.16080667915002214	-1.2463933661005406	-1.2463933661005406	-1.2463933661005406	-0.2145479337683963	-0.4507686549784275	-0.5264861699136143
Gene: GJB1	-0.7102474607402717	0.14834140495599082	-0.059649088338182825	0.9130021719557995	0.9349107439306489	0.9348591152784941	-1.682130575804921	-1.399493751117021	-1.474653256045991	0.7036631582143005	0.8524000097712616	0.8389975279398922
Gene: APOD	0.18223815354544765	0.7181073364311603	0.8833739893919124	0.2910901402786562	0.4151161667632944	0.4627988622374407	-1.4982763078018182	-1.8636900465837036	-1.7222176730605536	0.7354000093987046	0.6954256366214285	0.7006337327780303
Gene: KDM5D	1.73685766709423	1.6698684345464139	1.752468474440747	-0.562559069067863	-0.7114720725824678	-0.7114720725824678	-0.4825767875005421	-0.7114720725824678	-0.46946105575091435	-0.3278215304254107	-0.7114720725824678	-0.4708878430067882
Gene: SH3RF2	-0.6249808676761271	-0.5217514037594073	-0.4396704423674436	-0.7776013126935323	-0.5419264888999464	-0.6387368034188184	1.7542085858228817	1.7439630080273725	1.6682848693067545	-0.6358039392732765	-0.6436117618461645	-0.3423734432222928
Gene: CHL1	0.17209338429865426	0.08581432288453815	0.13333060751163348	0.7041847003406763	0.7633311629928926	0.7062647057821494	-1.7151349155451796	-1.5782147903799797	-1.7151349155451796	0.8535041187215694	0.8203440683693873	0.7696175505688381
Gene: TMPRSS15	-0.737092149509187	-0.5855814346738892	-0.5846959805617198	-0.5875410891357301	-0.5004824706774481	-0.4982760492502006	1.7003621318282234	1.7321273196211602	1.75341921337926	-0.49385380543637813	-0.6025711001985841	-0.5958145853855061
Gene: LIF	-1.8236089046070965	-1.5666161740083582	-1.565306164808781	0.07199559518531955	0.12634191390087357	0.06535960885342638	0.7248997330474577	0.8608439321932569	0.9483793710818019	0.6488790232622951	0.6562401832012424	0.8525918826985613
Gene: GALNT5	-0.23191508493961158	-0.2097467744553984	-0.03138826861571699	-0.7680252729112704	-0.9183748807540086	-0.9183748807540086	-0.6114005781398523	-0.5417660855750973	-0.7753825767281466	1.6636767461408943	1.645125069941369	1.6975725867908473
Gene: NSG1	1.496021091601465	1.3150978856940867	1.4174390086268467	0.03043327505982999	0.11883155755377475	0.14878544214483064	-1.307392932592953	-1.3764362749928094	-1.530323126465378	-0.08406492518346102	-0.17432354381421813	-0.054067457632011456
Gene: STC2	-1.0238511265586865	-0.8787167486996528	0.5036979887481328	-0.3211725834022401	-0.24929229283573676	-0.325855739255874	1.5576069129249863	1.597306450814449	1.6178069997109867	-0.8969052085106471	-0.735810662176219	-0.8448139907594987
Gene: NOV	1.2424075682454585	1.243191050412387	1.1666162751122653	-1.2186934717582165	-1.6312037546600682	-1.4331731433393289	-0.3390550993281051	-0.3073071844551165	-0.41883274277904153	0.5061321088910566	0.6166577130884874	0.5732606805702222
Gene: ARAP3	1.0602221488903023	0.9241066954015588	0.8875643211136196	-1.0618703270831442	-1.3811506791513588	-1.520302324751751	0.9385219188951839	0.9428353901746586	1.006693627611336	-0.5755572958741626	-0.7283498315365752	-0.49271364368966797
Gene: MAGEA2	-1.8265924916642136	-1.8265924916642136	-1.4832533235625514	0.46821101261441933	0.42586562939034545	0.38727722791471986	0.50518088615118	0.5724367317621045	0.4938858914488071	0.6788074611030598	0.8275785674063018	0.7771948991000398
Gene: IGFBP4	1.2510342857002048	1.084370138840809	1.2984914265378624	-1.2419858499178547	-1.1022793861389697	-1.000130551366761	0.7230011147974397	0.7137334644693666	0.8012213349245174	-0.7971226426160586	-0.9308625053985071	-0.799470829832048
Gene: CYGB	1.7127570449596787	1.6714599183324592	1.5789371761424806	-0.2596322973778085	-0.22675587286595508	-0.32675187305304687	-1.101034189473935	-0.954376020683526	-0.9438049748466993	-0.127285660240928	-0.5212293602311213	-0.5022838906615978
