	Sample: SRX3270441	Sample: SRX3270442	Sample: SRX3270443	Sample: SRR7947406	Sample: SRR7947407	Sample: SRR7947408
Gene: TMEM54	-1.0778281389226783	-1.0778281389226783	-0.8292001314128348	0.89485163285781	1.0907228455546152	0.9992819308457667
Gene: SLC38A4	0.9969545862888115	1.1047362558648928	0.8926825197399382	-0.9981244539645474	-0.9981244539645474	-0.9981244539645474
Gene: SLC1A7	-1.0621704855222942	-1.2974517007987643	-0.5111348348919498	1.2975853003980393	0.7318506754499452	0.8413210453650237
Gene: DACH2	0.926184293583443	1.0459821568066756	1.0202823921536117	-0.8757972034150248	-1.058325819564353	-1.058325819564353
Gene: TJP3	-1.061837906694479	-1.0721434845487299	-0.8557930744951241	1.080999910481788	0.9677263974180826	0.9410481578384625
Gene: SYTL1	-0.9869373685964683	-1.126909168575018	-0.8744256408293436	1.0110892743189963	1.0736870362177016	0.9034958674641326
Gene: PCDH11X	0.9068207982355517	1.0330171630149876	1.0569083911448063	-0.9989154507984482	-0.9989154507984482	-0.9989154507984482
Gene: ANK3	0.8755674608776829	0.9993449313007846	1.0782326223165324	-0.7823240905491811	-1.3132733783655939	-0.8575475455802246
Gene: AC010478.1	0.9051955575840859	0.9679116363582104	1.1016556270096882	-0.7600924677440779	-1.1073351766039532	-1.1073351766039532
Gene: VSX2	1.0919464540212116	0.9471839676470346	0.9409137136367932	-0.9212271309064025	-0.8603616138005493	-1.1984553905980873
Gene: IGSF21	-1.054596061984083	-1.1025525061002897	-0.8317005604010959	1.038816315569742	0.9786200123072283	0.9714128006084974
Gene: ESAM	-0.7956454812714754	-1.3068397809237242	-0.8577982974472482	1.018213269737651	0.9900531349727396	0.9520171549320575
Gene: CNTN6	0.9352088792660905	1.086126326445984	0.9637936275569079	-0.8342199577929869	-1.1374559108764342	-1.013452964599561
Gene: EGFLAM	-1.1120233246104196	-0.9983206267323756	-0.8779670262001887	1.1078143249272	0.9237022708146359	0.9567943818011482
Gene: ITPR3	-0.9689260189377692	-1.1457390347947842	-0.8745155641038999	0.9836175509699019	1.0529904367640055	0.9525726301025458
Gene: RMST	1.1989843476154574	0.9500599177457005	0.8017285256424938	-0.7148444588073924	-1.0615562571195405	-1.1743720750767193
Gene: PRLR	0.9880289005603228	1.0712005491268028	0.9365751894455022	-0.9277023482614326	-1.0340511454355972	-1.0340511454355972
Gene: LAMA3	-0.9029755585746099	-1.128060203751309	-0.95232693814994	0.878004605936292	1.1476271358140087	0.9577309587255585
Gene: CDKN1A	-1.2205720486965386	-1.0089498842061975	-0.7335688382990437	0.8630322072632998	1.095598941931704	1.0044596220067756
Gene: PDE6C	-0.9638275689247972	-1.2055971887579011	-0.8057924800700029	0.8848026247142388	1.029747633194469	1.0606669798439934
Gene: GUCY2D	-1.0475017671630928	-1.0475017671630928	-0.894157798600625	0.900047927619102	1.1272556889005276	0.9618577164071808
Gene: APOE	-1.046826156413879	-0.9228363002347244	-0.8885555677779886	1.490275590487341	0.9146686132481179	0.45327382069113326
Gene: LLGL2	-1.1022426044932796	-0.8828236554002993	-1.007577679500529	0.9487979261435469	1.0502080422753826	0.9936379709751781
Gene: CYYR1	1.0443896572827278	0.971488466030684	0.9277431211975266	-0.6013377225373667	-1.1711417609867856	-1.1711417609867856
Gene: TRIM47	-1.0817964343445017	-1.0817964343445017	-0.8224206751407639	1.0733276339513353	0.9866849856288439	0.9260009242495882
Gene: ABCB11	1.046344134632096	1.0421237112428754	0.9084557306478553	-0.9989745255076089	-0.9989745255076089	-0.9989745255076089
Gene: FEV	-0.9997278633022612	-0.9997278633022612	-0.9997278633022612	0.9533910112569143	1.0276154119321095	1.01817716671776
Gene: GJD2	-0.9071429786682533	-1.3902525018762584	-0.6258518507662765	0.9243701573155072	0.9855841278428235	1.013293046152457
Gene: DMBX1	-0.8875740053540735	-1.032247038448089	-1.032247038448089	1.3195214607438355	0.8771147735498663	0.7554318479565498
Gene: FAR2	0.9866911767798627	0.9964220190171776	1.0149026920163688	-1.0170708461233706	-1.0498504304080325	-0.9310946112820049
Gene: YAP1	1.017674279019899	0.9259675102314753	0.8677333694059041	-0.31979837206204126	-0.974022325775501	-1.5175544608197362
Gene: LRRC24	-1.049922059900712	-1.049922059900712	-0.8930533293710501	1.0807035008887296	0.9276348729603902	0.9845590753233544
Gene: HR	-1.1222462985760158	-0.8849185560167602	-0.858140092531406	0.401493757669714	1.1207796525454767	1.343031536908991
Gene: ITGB8	0.9282845777327875	0.9566590985789664	0.9335863006193236	-0.3491194873590817	-0.9341813425024246	-1.5352291470695716
Gene: ELL2	0.9838080083746904	1.0203767818813756	0.9386469212835831	-0.6035956041273561	-1.1005002326051152	-1.2387358748071775
Gene: PTPRQ	1.2090932662966203	0.8754744851729167	0.8756484565684196	-1.105002340073799	-1.105002340073799	-0.750211527890359
Gene: INHBB	-1.1208002207716892	-0.9930330725882522	-0.8554610438662058	1.2268679115476717	0.834820992140795	0.9076054335376805
Gene: TRPV4	-1.0271613851199692	-1.1744374575469845	-0.761625954149817	0.8005435776811191	1.0261273610360564	1.1365538580995957
Gene: ST6GAL2	1.0380838341787255	0.9496851189753451	0.972998515065129	-0.6689015074924625	-1.1459329803633687	-1.1459329803633687
Gene: LRFN5	0.9006066579010142	1.0237565182586235	1.0284485658634532	-0.647763404559409	-1.0937770873902473	-1.2112712500734353
Gene: AIPL1	-1.084489544019821	-1.2257747279014206	-0.6113806175241144	1.2132333253404506	0.9444896343334089	0.7639219297714952
Gene: CALB1	1.4856059208243155	0.5540904871623309	0.829664612377966	-0.819351544440101	-1.136828331065732	-0.9131811448587795
Gene: SP5	-1.0515644760571936	-1.0515644760571936	-0.8923707147109247	1.0253357699575667	0.9875800977895304	0.9825837990782151
Gene: RAB31	1.0067083151433605	1.0108071098029325	0.9331594336923255	-0.6445884412438558	-1.0542776137956487	-1.2518088035991142
Gene: PROX1	0.9092930286671685	1.018504717558654	1.0441550024409245	-0.8829829379285639	-1.2494463108152494	-0.8395234999229335
Gene: GFAP	-1.1119990014923458	-1.1119990014923458	-0.6921687979252523	1.3235869772510127	0.9141480104640837	0.6784318131948475
Gene: CDKN2A	-0.9479828008345369	-1.0389874924062465	-1.0115809126001605	0.9695223490619599	1.0210344382352334	1.0079944185437504
Gene: MIR34AHG	-0.7061742551362659	-1.0052435882052386	-1.2482245531818648	1.068385745638399	0.9834750779273062	0.9077815729576649
Gene: ROBO3	-0.9610838563931426	-0.9871235959730713	-1.046276197942119	0.9418532788757441	0.9442249150360114	1.1084054563965788
Gene: COL25A1	1.0638038639639165	0.9658037008598523	0.9273810269181362	-1.218577258816015	-0.6697796596245967	-1.0686316733012935
Gene: CADPS2	1.0961093446699481	0.9114131967987075	0.9362825392557462	-0.6203869091878411	-1.1015867982685659	-1.221831373267995
Gene: AL035425.3	1.187655744166395	0.9703375169064327	0.8253327753589879	-0.9944420121439386	-0.9944420121439386	-0.9944420121439386
Gene: MNX1	-0.9870202629334606	-0.9870202629334606	-0.9870202629334606	0.6895748254208103	1.0307779377300563	1.2407080256495149
Gene: PITX1	-0.981512656003852	-0.981512656003852	-0.981512656003852	0.6083838867758631	1.0940506298336097	1.2421034514020832
Gene: CNTN5	0.9730711745325031	0.9717501015069626	1.003695513609331	-0.6144980920751901	-1.167009348786803	-1.167009348786803
Gene: ZIC3	1.0631752622558872	0.9540453140876779	0.8614944518114924	-0.4820712556741425	-0.9606878942912124	-1.4359558781897022
Gene: TFAP2B	0.8860703751465234	1.0006205330265552	1.1071885382586282	-0.9979598154772354	-0.9979598154772354	-0.9979598154772354
Gene: RTBDN	-1.0503280300018067	-1.0503280300018067	-0.8861615546692299	1.0350354536430761	1.1030023810670342	0.8487797799627328
Gene: LINC01305	-0.9890474195499329	-0.9378388865793407	-1.0539689263616823	0.7786678875239313	1.1123785459388233	1.089808799028201
Gene: CLRN1	1.0345743183141496	1.0109295695832294	0.9513907129631995	-0.9226292907476417	-1.0371326550564683	-1.0371326550564683
Gene: FOXI3	1.193765521970822	0.9144339385656864	0.8712888755676411	-0.8997521447677652	-0.979102517115556	-1.1006336742208283
Gene: GNGT2	-1.0626167103129256	-1.0113175758728192	-0.9173263819947464	0.8704697215014741	1.0606607865442852	1.0601301601347326
Gene: CRYBA2	-0.9999604300676092	-0.9999604300676092	-0.9999604300676092	0.9926118590891806	0.9896021186682277	1.0176673124454194
Gene: NPNT	-1.0611952000151033	-1.132636907404783	-0.7825770721959632	0.8664097532222744	1.0854698572179458	1.0245295691756284
Gene: DNAH11	0.9055830004799863	0.8885871619492421	0.9562010649626868	-0.11908626790069146	-1.3156424797456114	-1.3156424797456114
Gene: KCNH3	-1.0705117035907505	-0.9742045093684103	-0.9458370472906938	0.8587750916532371	1.083047293373066	1.0487308752235518
Gene: HSF4	-1.150627791890212	-1.0622889197327252	-0.7653870138140428	0.9776388438251497	0.9519952842152526	1.0486695973965785
Gene: CALB2	0.8395198138530956	0.9526344197544366	1.1474743283446533	-0.6234824136885107	-1.1580730741318372	-1.1580730741318372
Gene: GPC4	1.118517826910379	0.9761888221570219	0.8766301920317442	-0.8963444540543637	-0.8487335418446271	-1.2262588452001542
Gene: CBLN2	0.9464481952724838	1.028752533891061	1.0192523797649913	-0.9688133310372373	-0.9211108415774708	-1.1045289363138282
Gene: SELENOP	0.7743446914442377	0.7491927686997807	0.8620342813717816	0.2925446206028845	-0.8784816877749326	-1.7996346743437517
Gene: NOS1	-1.00056990207145	-0.7633748912507494	-1.1809104578002156	0.6900085970866946	1.167985356510532	1.0868612975251886
Gene: RS1	-0.9740293463472999	-1.2395584852181671	-0.7419715512947829	0.80721565483595	1.1239328475444363	1.024410880479864
Gene: SCAND1	-1.0314279144318772	-1.188091511165798	-0.7489669892419347	1.0753699922615854	0.8591569742315219	1.0339594483465029
Gene: ATP6V0C	-1.0894283239005846	-1.0894283239005846	-0.8067063906286202	1.0124023974573642	0.9425542965543745	1.030606344418051
Gene: FGF19	1.212578173661672	0.8908232535516221	0.8761887998614049	-1.035595665915928	-1.0284130608060316	-0.9155815003527394
Gene: NAP1L2	0.9166188421911245	1.0093522466859441	1.0710076580832484	-0.9989929156534387	-0.9989929156534387	-0.9989929156534387
Gene: CDH6	1.1568369437134356	0.9068280123048141	0.8726989286472744	-0.6217593119740701	-1.0782263237894807	-1.2363782489019732
Gene: F2RL2	1.1461833109406248	0.9702006200329361	0.8740801480723711	-0.9968213596819772	-0.9968213596819772	-0.9968213596819772
Gene: CA8	0.9795793251874958	1.016987269041878	0.958820269805209	-0.6431857250366219	-1.1561005694989805	-1.1561005694989805
Gene: SHISA8	-0.9980735353566512	-0.9980735353566512	-0.9980735353566512	0.8807469419659996	1.021758168204787	1.0917154958991673
Gene: SCN7A	0.8924050625059236	1.0311387309376236	1.0570322893961	-0.7907359266205698	-1.101462272118292	-1.0883778841007854
Gene: AASS	1.012547297895506	0.9838286303898999	0.9212063555054983	-0.5103558766777834	-1.2173142567095312	-1.189912150403589
Gene: CNTN2	0.8843030108082353	1.0312585629208826	0.9894206556959685	-1.459057151458366	-0.6968541993993196	-0.7490708785674022
Gene: TBXT	-0.9987315628730878	-0.9987315628730878	-0.9987315628730878	0.9818963562142219	0.92116528500492	1.0931330474001215
Gene: PRPH	0.7961178364559035	0.9993177633879243	1.1413517903521238	-1.1667746533969483	-0.6232423020255914	-1.1467704347734125
Gene: KLHL14	0.9610754076793844	1.047411214243649	0.9600602687054055	-0.7249357653573849	-1.2087560797976982	-1.0348550454733545
Gene: ROBO4	-0.8831565063666839	-1.0432953390199686	-1.0432953390199686	0.8453350637307894	0.8725360083915426	1.2518761122842896
Gene: AC003003.5	1.333520574742375	0.7957898606632308	0.8245854249746135	-0.984631953460073	-0.984631953460073	-0.984631953460073
Gene: NCMAP	-1.1772058537232581	-0.9170644235283588	-0.8877118172363968	0.9401346672519633	1.11236577170113	0.9294816555349208
Gene: OLFM3	1.132587396166399	0.8682994482409714	0.9263262460642356	-0.5682826808425222	-1.1794652048145418	-1.1794652048145418
Gene: FAM155A	0.9710627822060667	1.0133054400222608	1.0079286138401229	-0.8566828182458794	-1.0678070089112852	-1.0678070089112852
Gene: CPAMD8	1.1600763805610241	0.9263541126511949	0.8490972466792581	-1.2597727155243819	-1.042840886100571	-0.6329141382665237
Gene: RAMP1	-0.9946862639695158	-0.9946862639695158	-0.9946862639695158	0.8672618819930219	0.9183271196691596	1.198469790246366
Gene: C4orf48	-0.9965539142784877	-0.9965539142784877	-0.9965539142784877	0.843366704882262	1.0180009237351721	1.1282941142180287
Gene: PCDH7	1.0979310643149018	0.989228966584161	0.8734678956806103	-0.811363914516738	-1.2808454468447554	-0.8684185652181791
Gene: RBP3	-1.1432479158293822	-0.995716078072454	-0.846374527932222	1.0217110361176698	1.0635877015254223	0.9000397841909661
Gene: SERTM2	0.9566006146996466	0.9025768849693633	1.0316895815663258	-1.2282550232691993	-1.2282550232691993	-0.4343570346969369
Gene: OPRD1	-0.9206814583169906	-0.9365553651697002	-1.0596059671673452	1.2861356853344599	1.105781738159998	0.5249253671595777
Gene: HTR3A	-1.0739679543196496	-0.8107505398186537	-1.0739679543196496	0.7545971215155535	1.2388794762975346	0.9652098506448654
Gene: NRGN	-0.8655150856918847	-1.1131914685821718	-1.0134366266930237	1.0010151626294532	1.0079705774708638	0.9831574408667636
Gene: SLC30A3	-1.0270934121234978	-0.780206921374533	-1.0961214718757566	0.5260797305955036	1.0617134690725711	1.3156286057057127
Gene: ADAMTS18	1.0242091940041804	1.028951076348988	0.8812208142678474	-0.9482857198219754	-0.6436396970569707	-1.3424556677420705
Gene: PDXP	-0.8864189833860164	-1.0492998194344512	-1.0492998194344512	0.8278592386286774	1.0881175531124707	1.0690418305137706
Gene: TMEM200A	0.9294250047253435	1.0442101453435169	1.0186124220955517	-0.9024883456636161	-1.1162625246310192	-0.9734967018697768
Gene: KISS1R	-0.8092241558325592	-1.0854651902988957	-1.0854651902988957	1.0229613752013984	0.8625483221587346	1.0946448390702175
Gene: BCHE	0.7725819123676156	0.9370580076855038	0.9236271114408938	0.006315111469921601	-1.0130211148643873	-1.6265610280995482
Gene: CARMIL2	-1.0850460088635623	-1.030412544680601	-0.8778885531511629	0.9660281501260564	0.9819154080373093	1.0454035485319608
Gene: NDST3	0.8871098560369597	1.067581821386322	1.0078819003428015	-0.8339843072001396	-0.8446320908100823	-1.2839571797558609
Gene: CACNA1A	0.9375267688254721	1.0618622930155983	0.9661466222337518	-0.7593155327214554	-0.9453302030649805	-1.2608899482883877
Gene: FNDC10	-0.9226090922541678	-1.0931628147282644	-0.9724281663621978	0.860260598908252	1.0189170836642392	1.1090223907721386
Gene: CCDC85B	-1.2096861079134935	-0.9438581323382766	-0.8231193221565944	0.913584786287533	0.9791860316430767	1.0838927444777549
Gene: CNTN3	1.0835244530487913	1.0172298535236826	0.8932482225949964	-0.9903041182504982	-1.0529368262530072	-0.9507615846639643
Gene: SEZ6	-1.1587082544845702	-0.9464197006081688	-0.8838915923149211	0.9718415581270704	1.0354315914144643	0.9817463978661262
Gene: MESP1	-0.8885613770232387	-1.0528792317145554	-1.0528792317145554	0.9865692065337198	1.0513053856394092	0.9564452482792206
Gene: TPH1	-0.7060387136748577	-0.5423813730709987	-0.7811056423563353	-0.7815870865466144	1.2729861407805414	1.5381266748682652
Gene: LPAR4	1.0143916770611334	1.0133164350279165	0.9719997655649356	-0.9999026258846617	-0.9999026258846617	-0.9999026258846617
Gene: SP8	0.9406950164420279	1.1460340101460074	0.902415152503211	-1.072982055002998	-0.9684900223368341	-0.9476721017514141
Gene: IFNLR1	-0.9453265554043655	-1.1100502616709582	-0.9331177184324204	0.8643927020286809	1.075437494794149	1.0486643386849144
Gene: KCNJ13	1.2117652275706212	0.9190563018558797	0.8479661099090404	-0.9105125604146819	-1.0341375394604297	-1.0341375394604297
Gene: TP73	-0.9696774557985227	-0.9910094431372689	-1.0368480625943275	1.037417182388314	0.9285479875459698	1.0315697915958357
Gene: C1QTNF4	-0.8871017613091488	-1.052480165901084	-1.052480165901084	0.9516946951042168	1.0921180918112279	0.9482493061958726
Gene: SPP1	0.5783565613044709	0.6756564755483345	0.8685238498702021	0.66332559084522	-1.6519125371638068	-1.1339499404044204
Gene: AANAT	-1.0897225204515932	-1.0897225204515932	-0.790955550752423	1.0530880881514446	1.1204598891061526	0.7968526143980125
Gene: AC092198.1	-0.9831285960261886	-1.1554503674306809	-0.8445012463695505	0.8842600244388475	1.0297710901172548	1.0690490952703173
Gene: GABRB2	0.899863501965126	0.9942356841307032	1.0805667629672924	-0.7541095796330008	-1.1102781847150602	-1.1102781847150602
Gene: PCSK1N	-1.315305414342847	-0.7888040924491964	-0.8533496119923926	1.037664922899948	0.9605455404555794	0.9592486554289082
Gene: VWA5B2	-0.9065361671766291	-0.9267225444390818	-1.1537114854127073	0.9021689748434468	1.0671026805788408	1.0176985416061302
Gene: SLC24A4	-0.9972215998141306	-0.963045429289018	-1.034310213999512	1.0774248358915883	1.0282684197144398	0.8888839874966323
Gene: CHRM4	-0.8674518844187377	-1.150559015830753	-0.9711563036940578	0.9736315142445036	0.980877053220253	1.034658636478792
Gene: ELAVL4	0.8626207681138145	1.0634993114763232	1.0254722837711834	-1.242769516649452	-1.0398128633313193	-0.6690099833805496
Gene: THSD7B	0.8526858366353885	0.9528263719113094	1.0150900844970314	-0.27089611313711737	-1.3481858360759198	-1.2015203438306923
Gene: ADRA2C	-0.8462366165411871	-1.2922318719823036	-0.8224289248970844	0.9383362020676632	1.088024616534685	0.9345365948182268
Gene: SEMA3D	0.9069296180406325	1.0416128065615424	0.9826664237089754	-0.5889043749436605	-1.3069547459319353	-1.0353497274355552
Gene: GNAT2	-0.9641500630957279	-1.2483617408412488	-0.7157647614061955	1.1334491852637902	1.12575412497072	0.6690732551086622
Gene: SNCB	-1.2894366732467935	-0.9154671324662819	-0.7431776418692637	0.9246623782242575	1.161454499304807	0.8619645700532744
Gene: CACNA1G	-0.910543528313392	-1.0901256166447326	-0.9917900737208388	0.9049346439433996	1.0672456621139472	1.020278912621617
Gene: PARD3B	1.0363355513230361	0.9172885617892862	0.900511225753983	-0.3813476957996297	-1.0481062451743657	-1.4246813978923099
Gene: SCN3A	0.8994736391070411	0.959962391696333	1.069716250435164	-1.3786928320213943	-0.880989702233828	-0.6694697469833149
Gene: PCDH18	0.9208949168182202	0.9314091235757964	0.9912970840081117	-0.31398198446125397	-1.221864810154389	-1.3077543297864844
Gene: LUZP2	1.0647188207865506	0.8718829128580187	1.0493669682072189	-0.8469540910351502	-1.0695073054083188	-1.0695073054083188
Gene: EVPL	-1.1159882800750898	-0.6811795884207485	-1.1159882800750898	1.2957408926851193	0.9792569900444933	0.6381582658413156
Gene: NWD2	0.9160483488336285	1.0434613966378092	0.9887682259610708	-0.7083338416220043	-1.3248738073727035	-0.9150703224378011
Gene: GLI3	1.1536178054893658	0.9074179543593551	0.8893860235576785	-0.7525154424137733	-0.9078046901133247	-1.2901016508793006
Gene: TFAP2D	0.7704454712914028	1.010254097385673	1.1964122276656062	-0.9923705987808938	-0.9923705987808938	-0.9923705987808938
Gene: RPH3A	0.6935044412643189	1.0045610190531016	1.261244332365178	-0.9864365975608661	-0.9864365975608661	-0.9864365975608661
Gene: MGARP	0.8774077705682657	1.0243591428432182	1.0896309413940324	-0.9934731740258197	-0.9257916507886619	-1.072133029991034
Gene: LINC00865	0.9271162087652459	1.1058430550742488	0.9324821478527606	-0.7206554853518001	-1.0546897106302497	-1.1900962157102055
Gene: POU4F1	0.7901219826906652	0.9952006565126535	1.157415420788205	-1.0329314805991356	-1.2333313957751872	-0.6764751836171996
Gene: TES	0.8478437217123479	0.9873392653629419	0.9348914367822508	-0.1692283805985227	-1.4040132839341628	-1.1968327593248556
Gene: VGLL3	0.9044825486094833	0.982205155023809	1.095584303131529	-0.8076666784486481	-1.0943651350618262	-1.0802401932543473
Gene: CDH7	1.0114336786332598	0.9471809840904131	1.0264936286780504	-1.1355110309549783	-1.039407995112952	-0.8101892653337932
Gene: FOXP2	1.0926462682639813	0.9680278510327416	0.8861841335486762	-0.636668512741734	-1.225411229326974	-1.0847785107766899
Gene: SOWAHA	-1.0537691443200012	-0.9048875337981418	-1.0351066717255346	1.0281915144725382	1.054859523706186	0.9107123116649529
Gene: RPGRIP1	-1.026883610923068	-1.1679840544476368	-0.7856713188891363	0.9598457399556982	1.034215415055798	0.9864778292483448
Gene: MAN1A1	1.1614594211117206	0.970041458687887	0.8144983336495822	-0.6871181173438136	-1.2371921969178865	-1.021688899187489
Gene: KCNG4	-1.078516229784735	-0.7990250899032636	-1.078516229784735	0.7208932714575786	1.0240471022657076	1.2111171757494479
Gene: ANKRD33B	-0.9337378699422045	-1.0948240657257053	-0.9531944378101016	1.1886086431373537	0.8818374965917257	0.9113102337489318
Gene: HEPH	1.0161516310428735	0.8930494994927223	0.8409314043039843	-0.16774151016346486	-1.0673385144083132	-1.5150525102678027
Gene: EBF2	0.9604368848353455	1.0701226470901652	0.9270788424738984	-0.7201784323206974	-0.9588036447412186	-1.2786562973374938
Gene: TRIM7	-1.026226098916425	-1.026226098916425	-0.8404956147181584	0.481166300352407	1.3598730108541726	1.0519085013444285
Gene: ZNF804A	0.8517528375488391	1.095768844373661	1.022423326208435	-0.9506368396249122	-1.2169523535448419	-0.802355814961181
Gene: MAPK10	0.893156432769447	1.014982061681761	1.0035577379514884	-0.5206921230164846	-1.0624902974266897	-1.3285138119595223
Gene: TRAC	-0.6765110990367016	-1.1382304083495918	-1.1382304083495918	1.1351830917614616	0.980925834965407	0.8368629890090163
Gene: PDE3A	0.9565110234630166	0.9587933207352879	0.886407724495787	-0.22717989747388775	-1.2025172805413054	-1.3720148906788987
Gene: FAAHP1	-1.0968638681201317	-0.6513014835576917	-0.9101347819380688	1.774896501514524	0.48581605038153264	0.39758758171983566
Gene: BHMT	0.9849878369433972	0.8159411199581986	1.1205928846053623	-0.5833230259846073	-1.3003587573479023	-1.0378400581744485
Gene: FFAR4	-1.0599309221246866	-1.0599309221246866	-0.8731182040481996	0.9424032276009378	1.0152636852736425	1.0353131354229925
Gene: PLEKHG1	1.0780198246892312	0.9712479507591604	0.9079298457136199	-1.0190113170922013	-0.6920129001387265	-1.2461734039310826
Gene: AC079031.1	-0.9996721277870819	-0.9996721277870819	-0.9996721277870819	0.9493266587267194	1.0329634265846586	1.016726298049868
Gene: PRL	-0.7244901009264074	-1.072164033929902	-0.745126821050821	1.863491283928176	0.15512555204814416	0.52316411993081
Gene: POU4F2	0.8553162575638189	1.0552606528831634	0.9263109843563787	-1.5426467488307325	-0.44772404513034014	-0.8465171008422901
Gene: GNB3	-1.105836082698467	-0.9894254088350207	-0.8968209847272334	1.075984399160093	0.9435975310793668	0.9725005460212627
Gene: EGFL7	-0.8813450388719051	-1.0558648774326045	-1.0558648774326045	0.980561033306441	0.9474186032863551	1.0650951571443181
Gene: RIPPLY3	-1.2235152518390384	-0.9400571755540396	-0.8113107906297957	0.9676367450483021	1.0751692503950119	0.9320772225795599
Gene: GRM4	-1.2470651238458845	-0.6770736466287854	-1.031571042580808	0.9681964638197547	1.0635849954791496	0.9239283537565735
Gene: DPP6	0.8234958916066574	1.029451149767684	1.0707886048808792	-0.7924566590237331	-0.7367519799671435	-1.3945270072643436
Gene: GABRD	-1.043250648391317	-1.043250648391317	-0.8553304560150503	0.6253877011344208	1.2520294916913022	1.064414559971961
Gene: KLF9	-0.9481129233507335	-0.839458084278703	-1.1231021354249822	0.5409212972363534	1.0533923734905255	1.3163594723275398
