	Uniprot	ProteinName	Reviewed	GeneName	CommonPathways_KEGG_2019_Human	Pathways_KEGG_2019_Human	PathwaysDB_KEGG_2019_Human	CommonPathways_WikiPathways_2019_Human	Pathways_WikiPathways_2019_Human	PathwaysDB_WikiPathways_2019_Human	CommonPathways_Reactome_2016	Pathways_Reactome_2016	PathwaysDB_Reactome_2016
15	P56199	Integrin alpha-1	Swiss-Prot	ITGA1	8.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05410', 'hsa05414', 'hsa05165', 'hsa05412', 'hsa04810']	KEGG_2019_Human	5.0	['WP2911', 'WP306', 'WP4172', 'WP2118', 'WP4541']	WikiPathways_2019_Human	3.0	['R-HSA-1474244', 'R-HSA-397014', 'R-HSA-3000157']	Reactome_2016
16	P24043	Laminin subunit alpha-2	Swiss-Prot	LAMA2	8.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05410', 'hsa05414', 'hsa05165', 'hsa05412', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP2118']	WikiPathways_2019_Human	3.0	['R-HSA-1474244', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
17	P13612	Integrin alpha-4	Swiss-Prot	ITGA4	8.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05410', 'hsa05414', 'hsa05165', 'hsa05412', 'hsa04810']	KEGG_2019_Human	5.0	['WP306', 'WP3932', 'WP4172', 'WP2118', 'WP4541']	WikiPathways_2019_Human	1.0	['R-HSA-1474244']	Reactome_2016
18	Q9UKX5	Integrin alpha-11	Swiss-Prot	ITGA11	8.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05410', 'hsa05414', 'hsa05165', 'hsa05412', 'hsa04810']	KEGG_2019_Human	6.0	['WP2911', 'WP306', 'WP3932', 'WP4172', 'WP2118', 'WP4541']	WikiPathways_2019_Human	1.0	['R-HSA-1474244']	Reactome_2016
19	P18564	Integrin beta-6	Swiss-Prot	ITGB6	8.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05410', 'hsa05414', 'hsa05165', 'hsa05412', 'hsa04810']	KEGG_2019_Human	6.0	['WP2911', 'WP306', 'WP3932', 'WP4172', 'WP2118', 'WP4541']	WikiPathways_2019_Human	3.0	['R-HSA-1474244', 'R-HSA-1566948', 'R-HSA-3000178']	Reactome_2016
20	P18084	Integrin beta-5	Swiss-Prot	ITGB5	8.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05410', 'hsa05414', 'hsa05165', 'hsa05412', 'hsa04810']	KEGG_2019_Human	6.0	['WP2911', 'WP306', 'WP3932', 'WP4172', 'WP2118', 'WP4541']	WikiPathways_2019_Human	4.0	['R-HSA-1474244', 'R-HSA-397014', 'R-HSA-1566948', 'R-HSA-3000178']	Reactome_2016
21	P16144	Integrin beta-4	Swiss-Prot	ITGB4	8.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05410', 'hsa05414', 'hsa05165', 'hsa05412', 'hsa04810']	KEGG_2019_Human	5.0	['WP306', 'WP3932', 'WP4172', 'WP2118', 'WP4541']	WikiPathways_2019_Human	4.0	['R-HSA-1474244', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000157']	Reactome_2016
22	P53420	Collagen alpha-4(IV) chain	Swiss-Prot	COL4A4	6.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human	6.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
23	P02462	Collagen alpha-1(IV) chain	Swiss-Prot	COL4A1	6.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165', 'hsa05200']	KEGG_2019_Human	5.0	['WP2911', 'WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human	6.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
24	Q01955	Collagen alpha-3(IV) chain	Swiss-Prot	COL4A3	6.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165', 'hsa05200']	KEGG_2019_Human	2.0	['WP4172', 'WP4239']	WikiPathways_2019_Human	6.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
25	P08572	Collagen alpha-2(IV) chain	Swiss-Prot	COL4A2	6.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165', 'hsa05200']	KEGG_2019_Human	5.0	['WP2911', 'WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human	6.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
26	P02751	Fibronectin	Swiss-Prot	FN1	6.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	6.0	['WP2911', 'WP306', 'WP3932', 'WP4172', 'WP4239', 'WP3967']	WikiPathways_2019_Human	3.0	['R-HSA-1474244', 'R-HSA-1566948', 'R-HSA-3000178']	Reactome_2016
27	P29400	Collagen alpha-5(IV) chain	Swiss-Prot	COL4A5	6.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165', 'hsa05200']	KEGG_2019_Human	2.0	['WP4172', 'WP4239']	WikiPathways_2019_Human	6.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
28	Q14031	Collagen alpha-6(IV) chain	Swiss-Prot	COL4A6	6.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human	6.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
29	P07942	Laminin subunit beta-1	Swiss-Prot	LAMB1	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165', 'hsa05200']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	3.0	['R-HSA-1474244', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
30	O15230	Laminin subunit alpha-5	Swiss-Prot	LAMA5	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165', 'hsa05200']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	3.0	['R-HSA-1474244', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
31	P42336	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	Swiss-Prot	PIK3CA	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human			
32	P27361	Mitogen-activated protein kinase 3	Swiss-Prot	MAPK3	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	5.0	['WP306', 'WP3932', 'WP4172', 'WP4239', 'WP3668']	WikiPathways_2019_Human			
33	P08123	Collagen alpha-2(I) chain	Swiss-Prot	COL1A2	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165']	KEGG_2019_Human	4.0	['WP2911', 'WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	5.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178']	Reactome_2016
34	P00533	Epidermal growth factor receptor	Swiss-Prot	EGFR	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4541']	WikiPathways_2019_Human			
35	P28482	Mitogen-activated protein kinase 1	Swiss-Prot	MAPK1	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	5.0	['WP306', 'WP3932', 'WP4172', 'WP4239', 'WP3668']	WikiPathways_2019_Human			
36	P27986	Phosphatidylinositol 3-kinase regulatory subunit alpha	Swiss-Prot	PIK3R1	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human			
37	P09619	Platelet-derived growth factor receptor beta	Swiss-Prot	PDGFRB	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4541']	WikiPathways_2019_Human			
38	P20849	Collagen alpha-1(IX) chain	Swiss-Prot	COL9A1	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165']	KEGG_2019_Human	1.0	['WP4172']	WikiPathways_2019_Human	5.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178']	Reactome_2016
39	P11047	Laminin subunit gamma-1	Swiss-Prot	LAMC1	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165', 'hsa05200']	KEGG_2019_Human	4.0	['WP2911', 'WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	3.0	['R-HSA-1474244', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
40	P12109	Collagen alpha-1(VI) chain	Swiss-Prot	COL6A1	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165']	KEGG_2019_Human	2.0	['WP2911', 'WP4172']	WikiPathways_2019_Human	5.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178']	Reactome_2016
41	P42338	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	Swiss-Prot	PIK3CB	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human			
42	A4D0S4	Laminin subunit beta-4	Swiss-Prot	LAMB4	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165', 'hsa05200']	KEGG_2019_Human						
43	P05019	Insulin-like growth factor I	Swiss-Prot	IGF1	5.0	['hsa04510', 'hsa04151', 'hsa05410', 'hsa05414', 'hsa05200']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human			
44	Q14050	Collagen alpha-3(IX) chain	Swiss-Prot	COL9A3	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165']	KEGG_2019_Human	1.0	['WP4172']	WikiPathways_2019_Human	5.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178']	Reactome_2016
45	A6NMZ7	Collagen alpha-6(VI) chain	Swiss-Prot	COL6A6	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165']	KEGG_2019_Human				5.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178']	Reactome_2016
46	A8TX70	Collagen alpha-5(VI) chain	Swiss-Prot	COL6A5	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165']	KEGG_2019_Human				5.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178']	Reactome_2016
47	Q9Y6N6	Laminin subunit gamma-3	Swiss-Prot	LAMC3	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165', 'hsa05200']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	2.0	['R-HSA-1474244', 'R-HSA-3000157']	Reactome_2016
48	P01112	GTPase HRas	Swiss-Prot	HRAS	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	5.0	['WP306', 'WP3932', 'WP4172', 'WP4541', 'WP4239']	WikiPathways_2019_Human			
49	O00329	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	Swiss-Prot	PIK3CD	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human			
50	O00459	Phosphatidylinositol 3-kinase regulatory subunit beta	Swiss-Prot	PIK3R2	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human			
51	P01133	Pro-epidermal growth factor	Swiss-Prot	EGF	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human			
52	P02452	Collagen alpha-1(I) chain	Swiss-Prot	COL1A1	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP3967']	WikiPathways_2019_Human	5.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178']	Reactome_2016
53	Q92569	Phosphatidylinositol 3-kinase regulatory subunit gamma	Swiss-Prot	PIK3R3	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	3.0	['WP306', 'WP4172', 'WP4239']	WikiPathways_2019_Human			
54	Q16787	Laminin subunit alpha-3	Swiss-Prot	LAMA3	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165', 'hsa05200']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	5.0	['R-HSA-1474244', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
55	Q16363	Laminin subunit alpha-4	Swiss-Prot	LAMA4	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165', 'hsa05200']	KEGG_2019_Human	4.0	['WP2911', 'WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	3.0	['R-HSA-1474244', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
56	P02458	Collagen alpha-1(II) chain	Swiss-Prot	COL2A1	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	5.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178']	Reactome_2016
57	P12110	Collagen alpha-2(VI) chain	Swiss-Prot	COL6A2	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165']	KEGG_2019_Human	4.0	['WP2911', 'WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	5.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178']	Reactome_2016
58	Q14055	Collagen alpha-2(IX) chain	Swiss-Prot	COL9A2	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165']	KEGG_2019_Human	1.0	['WP4172']	WikiPathways_2019_Human	5.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178']	Reactome_2016
59	Q13753	Laminin subunit gamma-2	Swiss-Prot	LAMC2	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165', 'hsa05200']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	4.0	['R-HSA-1474244', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000157']	Reactome_2016
60	P63261	Actin, cytoplasmic 2	Swiss-Prot	ACTG1	5.0	['hsa04510', 'hsa05410', 'hsa05414', 'hsa05412', 'hsa04810']	KEGG_2019_Human	3.0	['WP383', 'WP306', 'WP2118']	WikiPathways_2019_Human			
61	P55268	Laminin subunit beta-2	Swiss-Prot	LAMB2	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165', 'hsa05200']	KEGG_2019_Human	4.0	['WP2911', 'WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	3.0	['R-HSA-1474244', 'R-HSA-3000178', 'R-HSA-3000157']	Reactome_2016
62	P60709	Actin, cytoplasmic 1	Swiss-Prot	ACTB	5.0	['hsa04510', 'hsa05410', 'hsa05414', 'hsa05412', 'hsa04810']	KEGG_2019_Human	2.0	['WP306', 'WP2118']	WikiPathways_2019_Human			
63	P04049	RAF proto-oncogene serine/threonine-protein kinase	Swiss-Prot	RAF1	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human			
64	Q13751	Laminin subunit beta-3	Swiss-Prot	LAMB3	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165', 'hsa05200']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	4.0	['R-HSA-1474244', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000157']	Reactome_2016
65	P12111	Collagen alpha-3(VI) chain	Swiss-Prot	COL6A3	5.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa04974', 'hsa05165']	KEGG_2019_Human	2.0	['WP2911', 'WP4172']	WikiPathways_2019_Human	5.0	['R-HSA-1474244', 'R-HSA-1650814', 'R-HSA-1474290', 'R-HSA-2022090', 'R-HSA-3000178']	Reactome_2016
66	Q02750	Dual specificity mitogen-activated protein kinase kinase 1	Swiss-Prot	MAP2K1	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human			
67	Q05397	Focal adhesion kinase 1	Swiss-Prot	PTK2	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4541']	WikiPathways_2019_Human			
68	Q07889	Son of sevenless homolog 1	Swiss-Prot	SOS1	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human			
69	Q07890	Son of sevenless homolog 2	Swiss-Prot	SOS2	5.0	['hsa04510', 'hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	2.0	['WP4172', 'WP4239']	WikiPathways_2019_Human			
70	P04004	Vitronectin	Swiss-Prot	VTN	4.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165']	KEGG_2019_Human	4.0	['WP306', 'WP3932', 'WP4172', 'WP4239']	WikiPathways_2019_Human	3.0	['R-HSA-1474244', 'R-HSA-1566948', 'R-HSA-3000178']	Reactome_2016
71	P10451	Osteopontin	Swiss-Prot	SPP1	4.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	1.0	['R-HSA-1474244']	Reactome_2016
72	P07996	Thrombospondin-1	Swiss-Prot	THBS1	4.0	['hsa04512', 'hsa04510', 'hsa04151', 'hsa05165']	KEGG_2019_Human	4.0	['WP2911', 'WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	2.0	['R-HSA-1474244', 'R-HSA-3781865']	Reactome_2016
73	P01127	Platelet-derived growth factor subunit B	Swiss-Prot	PDGFB	4.0	['hsa04510', 'hsa04151', 'hsa04810', 'hsa05200']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	1.0	['R-HSA-1474244']	Reactome_2016
74	P01116	GTPase KRas	Swiss-Prot	KRAS	4.0	['hsa04151', 'hsa05165', 'hsa04810', 'hsa05200']	KEGG_2019_Human	4.0	['WP3932', 'WP4172', 'WP4541', 'WP4239']	WikiPathways_2019_Human			
75	P04085	Platelet-derived growth factor subunit A	Swiss-Prot	PDGFA	4.0	['hsa04510', 'hsa04151', 'hsa04810', 'hsa05200']	KEGG_2019_Human	3.0	['WP306', 'WP3932', 'WP4172']	WikiPathways_2019_Human	1.0	['R-HSA-1474244']	Reactome_2016
