activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,confidence_score,pIC50,bin,STATUS,atc_classifications,availability_type,biotherapeutic,black_box_warning,chebi_par_id,chirality,cross_references,dosed_ingredient,first_approval,first_in_class,helm_notation,indication_class,inorganic_flag,max_phase,molecule_hierarchy,molecule_properties,molecule_structures,molecule_synonyms,molecule_type,natural_product,oral,parenteral,polymer_flag,pref_name,prodrug,structure_type,therapeutic_flag,topical,usan_stem,usan_stem_definition,usan_substem,usan_year,withdrawn_class,withdrawn_country,withdrawn_flag,withdrawn_reason,withdrawn_year,activity_comment_y,activity_id_y,activity_properties_y,assay_chembl_id_y,assay_description_y,assay_type_y,bao_endpoint_y,bao_format_y,bao_label_y,canonical_smiles_y,data_validity_comment_y,data_validity_description_y,document_chembl_id_y,document_journal_y,document_year_y,ligand_efficiency_y,molecule_pref_name_y,parent_molecule_chembl_id_y,pchembl_value_y,potential_duplicate_y,qudt_units_y,record_id_y,relation_y,src_id_y,standard_flag_y,standard_relation_y,standard_text_value_y,standard_type_y,standard_units_y,standard_upper_value_y,standard_value_y,target_chembl_id_y,target_organism_y,target_pref_name_y,target_tax_id_y,text_value_y,toid_y,type_y,units_y,uo_units_y,upper_value_y,confidence_score_y,pIC50_y,bin_y,STATUS_y,SMILES_desalt,mol
,12631675.0,[],CHEMBL2317769,Inhibition of INSR (unknown origin) in presence of ATP,B,BAO_0000190,BAO_0000357,single protein format,CN1CCC(CC1)NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC4CCCC4,,,CHEMBL2311250,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '9.91', 'le': '0.2', 'lle': '0.16', 'sei': '5.76'}",CHEMBL2312646,,CHEMBL2312646,4.73,False,http://www.openphacts.org/units/Nanomolar,1842306.0,=,1.0,True,=,,IC50,nM,,18620,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9.0,7.730020323354676,"(7,8]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12631675,[],CHEMBL2317769,Inhibition of INSR (unknown origin) in presence of ATP,B,BAO_0000190,BAO_0000357,single protein format,CN1CCC(CC1)NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC4CCCC4,,,CHEMBL2311250,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '9.91', 'le': '0.2', 'lle': '0.16', 'sei': '5.76'}",,CHEMBL2312646,4.73,False,http://www.openphacts.org/units/Nanomolar,1842306,=,1,True,=,,IC50,nM,,18620,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9,7.730020323354676,"(7,8]",active,CN1CCC(NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC2CCCC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,12631676.0,[],CHEMBL2317769,Inhibition of INSR (unknown origin) in presence of ATP,B,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CNc2ncc(C(=O)NC3CCN(C)CC3)c(NC4CCCC4)n2,,,CHEMBL2311250,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '10.31', 'le': '0.19', 'lle': '1.24', 'sei': '4.95'}",CHEMBL2312645,,CHEMBL2312645,4.52,False,http://www.openphacts.org/units/Nanomolar,1842305.0,=,1.0,True,=,,IC50,nM,,30000,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9.0,7.522878745280337,"(7,8]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12631676,[],CHEMBL2317769,Inhibition of INSR (unknown origin) in presence of ATP,B,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1CNc2ncc(C(=O)NC3CCN(C)CC3)c(NC4CCCC4)n2,,,CHEMBL2311250,Bioorg. Med. Chem. Lett.,2013.0,"{'bei': '10.31', 'le': '0.19', 'lle': '1.24', 'sei': '4.95'}",,CHEMBL2312645,4.52,False,http://www.openphacts.org/units/Nanomolar,1842305,=,1,True,=,,IC50,nM,,30000,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9,7.522878745280337,"(7,8]",active,COc1ccccc1CNc1ncc(C(=O)NC2CCN(C)CC2)c(NC2CCCC2)n1,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,12674085.0,[],CHEMBL2344157,Inhibition of INSR (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,O\N=C(/Cc1cc(Br)c(O)c(Oc2ccc(CCNC(=O)\C(=N\O)\Cc3cc(Br)c(O)c(c3)c4cc(C\C(=N/O)\C(=O)NCCc5ccc(O)c(Br)c5)cc(Br)c4O)cc2Br)c1)\C(=O)NCCc6ccc(O)c(Br)c6,,,CHEMBL2331160,J. Nat. Prod.,2013.0,"{'bei': '4.14', 'le': None, 'lle': None, 'sei': None}",CHEMBL2333163,SESQUIBASTADIN 1,CHEMBL2333163,5.85,False,http://www.openphacts.org/units/Nanomolar,1867103.0,=,1.0,True,=,,IC50,nM,,1400,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9.0,8.853871964321762,"(8,9]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12674085,[],CHEMBL2344157,Inhibition of INSR (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,O\N=C(/Cc1cc(Br)c(O)c(Oc2ccc(CCNC(=O)\C(=N\O)\Cc3cc(Br)c(O)c(c3)c4cc(C\C(=N/O)\C(=O)NCCc5ccc(O)c(Br)c5)cc(Br)c4O)cc2Br)c1)\C(=O)NCCc6ccc(O)c(Br)c6,,,CHEMBL2331160,J. Nat. Prod.,2013.0,"{'bei': '4.14', 'le': None, 'lle': None, 'sei': None}",SESQUIBASTADIN 1,CHEMBL2333163,5.85,False,http://www.openphacts.org/units/Nanomolar,1867103,=,1,True,=,,IC50,nM,,1400,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9,8.853871964321762,"(8,9]",active,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(Oc2ccc(CCNC(=O)/C(Cc3cc(Br)c(O)c(-c4cc(C/C(=N\O)C(=O)NCCc5ccc(O)c(Br)c5)cc(Br)c4O)c3)=N/O)cc2Br)c1)=N/O,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,12674086.0,[],CHEMBL2344157,Inhibition of INSR (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,O\N=C(\Cc1cc(Br)c(O)c(c1)c2cc(C\C(=N\O)\C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)/C(=O)NCCc4ccc(O)c(Br)c4,,,CHEMBL2331160,J. Nat. Prod.,2013.0,"{'bei': '5.88', 'le': '0.15', 'lle': '-1.15', 'sei': '2.71'}",CHEMBL505637,BASTADIN 3,CHEMBL505637,5.54,False,http://www.openphacts.org/units/Nanomolar,1867104.0,=,1.0,True,=,,IC50,nM,,2900,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9.0,8.537602002101044,"(8,9]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12674086,[],CHEMBL2344157,Inhibition of INSR (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,O\N=C(\Cc1cc(Br)c(O)c(c1)c2cc(C\C(=N\O)\C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)/C(=O)NCCc4ccc(O)c(Br)c4,,,CHEMBL2331160,J. Nat. Prod.,2013.0,"{'bei': '5.88', 'le': '0.15', 'lle': '-1.15', 'sei': '2.71'}",BASTADIN 3,CHEMBL505637,5.54,False,http://www.openphacts.org/units/Nanomolar,1867104,=,1,True,=,,IC50,nM,,2900,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9,8.537602002101044,"(8,9]",active,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(-c2cc(C/C(=N/O)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=N\O,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,12674087.0,[],CHEMBL2344157,Inhibition of INSR (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,O\N=C\1/Cc2ccc(Oc3cc(C\C(=N/O)\C(=O)N\C=C\c4ccc(Oc5cc(CCNC1=O)cc(Br)c5O)c(Br)c4)cc(Br)c3O)c(Br)c2,,,CHEMBL2331160,J. Nat. Prod.,2013.0,"{'bei': '5.71', 'le': '0.15', 'lle': '-2.58', 'sei': '2.94'}",CHEMBL360190,BASTADIN 7,CHEMBL360190,5.36,False,http://www.openphacts.org/units/Nanomolar,1867106.0,=,1.0,True,=,,IC50,nM,,4400,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9.0,8.356547323513812,"(8,9]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12674087,[],CHEMBL2344157,Inhibition of INSR (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,O\N=C\1/Cc2ccc(Oc3cc(C\C(=N/O)\C(=O)N\C=C\c4ccc(Oc5cc(CCNC1=O)cc(Br)c5O)c(Br)c4)cc(Br)c3O)c(Br)c2,,,CHEMBL2331160,J. Nat. Prod.,2013.0,"{'bei': '5.71', 'le': '0.15', 'lle': '-2.58', 'sei': '2.94'}",BASTADIN 7,CHEMBL360190,5.36,False,http://www.openphacts.org/units/Nanomolar,1867106,=,1,True,=,,IC50,nM,,4400,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9,8.356547323513812,"(8,9]",active,O=C1N/C=C/c2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)/C(=N/O)Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)C/C1=N\O,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,13365901.0,[],CHEMBL2406363,Inhibition of TEL-fused insulin receptor (unknown origin) expressed in mouse BAF3 cells after 2 to 3 days by luciferase reporter gene assay,B,BAO_0000190,BAO_0000219,cell-based format,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,,,CHEMBL2401692,J. Med. Chem.,2013.0,"{'bei': '11.98', 'le': '0.24', 'lle': '2.34', 'sei': '7.15'}",CHEMBL509032,TAE-684,CHEMBL509032,7.36,False,http://www.openphacts.org/units/Nanomolar,1907147.0,=,1.0,True,=,,IC50,nM,,43.7,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,nM,UO_0000065,,9.0,7.359518563029578,"(7,8]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13365901,[],CHEMBL2406363,Inhibition of TEL-fused insulin receptor (unknown origin) expressed in mouse BAF3 cells after 2 to 3 days by luciferase reporter gene assay,B,BAO_0000190,BAO_0000219,cell-based format,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,,,CHEMBL2401692,J. Med. Chem.,2013.0,"{'bei': '11.98', 'le': '0.24', 'lle': '2.34', 'sei': '7.15'}",TAE-684,CHEMBL509032,7.36,False,http://www.openphacts.org/units/Nanomolar,1907147,=,1,True,=,,IC50,nM,,43.7,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,nM,UO_0000065,,9,7.359518563029578,"(7,8]",active,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,14529074.0,[],CHEMBL3226252,Inhibition of insulin receptor kinase (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,COc1cc(CN2CCN(C)CC2)ccc1c3nc4c(N[C@@H]5[C@@H]6C[C@@H](C=C6)[C@@H]5C(=O)N)c(Cl)cnc4[nH]3,,,CHEMBL3217622,MedChemComm,2012,"{'bei': '14.02', 'le': '0.27', 'lle': '4.2', 'sei': '6.51'}",CHEMBL3218859,,CHEMBL3218859,7.32,False,http://www.openphacts.org/units/Nanomolar,2073443.0,=,1.0,True,=,,IC50,nM,,48,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,nM,UO_0000065,,9.0,7.318758762624412,"(7,8]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14529074,[],CHEMBL3226252,Inhibition of insulin receptor kinase (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,COc1cc(CN2CCN(C)CC2)ccc1c3nc4c(N[C@@H]5[C@@H]6C[C@@H](C=C6)[C@@H]5C(=O)N)c(Cl)cnc4[nH]3,,,CHEMBL3217622,MedChemComm,2012,"{'bei': '14.02', 'le': '0.27', 'lle': '4.2', 'sei': '6.51'}",,CHEMBL3218859,7.32,False,http://www.openphacts.org/units/Nanomolar,2073443,=,1,True,=,,IC50,nM,,48,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,nM,UO_0000065,,9,7.318758762624412,"(7,8]",active,COc1cc(CN2CCN(C)CC2)ccc1-c1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,14529076.0,[],CHEMBL3226252,Inhibition of insulin receptor kinase (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CC1)c2ccc(cc2)c3nc4c(N[C@@H]5[C@@H]6C[C@@H](C=C6)[C@@H]5C(=O)N)c(Br)cnc4[nH]3,,,CHEMBL3217622,MedChemComm,2012,"{'bei': '14.58', 'le': '0.31', 'lle': '4.39', 'sei': '7.39'}",CHEMBL3218861,,CHEMBL3218861,7.62,False,http://www.openphacts.org/units/Nanomolar,2073445.0,=,1.0,True,=,,IC50,nM,,24,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,nM,UO_0000065,,9.0,7.619788758288394,"(7,8]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14529076,[],CHEMBL3226252,Inhibition of insulin receptor kinase (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CC1)c2ccc(cc2)c3nc4c(N[C@@H]5[C@@H]6C[C@@H](C=C6)[C@@H]5C(=O)N)c(Br)cnc4[nH]3,,,CHEMBL3217622,MedChemComm,2012,"{'bei': '14.58', 'le': '0.31', 'lle': '4.39', 'sei': '7.39'}",,CHEMBL3218861,7.62,False,http://www.openphacts.org/units/Nanomolar,2073445,=,1,True,=,,IC50,nM,,24,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,nM,UO_0000065,,9,7.619788758288394,"(7,8]",active,CN1CCN(c2ccc(-c3nc4c(N[C@H]5[C@@H](C(N)=O)[C@@H]6C=C[C@H]5C6)c(Br)cnc4[nH]3)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,14543409.0,[],CHEMBL3226016,Inhibition of recombinant InsR (unknown origin) using poly-Glu-Tyr peptide as substrate,B,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)c2ccc(COc3ccc4ncnc(Nc5cccc(c5)C#C)c4c3)cc2,,,CHEMBL3217617,MedChemComm,2012,"{'bei': '9.15', 'le': '0.16', 'lle': '-1.33', 'sei': '4.35'}",CHEMBL3218000,,CHEMBL3218000,4.44,False,http://www.openphacts.org/units/Nanomolar,2072336.0,=,1.0,True,=,,IC50,nM,,36000,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9.0,7.443697499232712,"(7,8]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14543409,[],CHEMBL3226016,Inhibition of recombinant InsR (unknown origin) using poly-Glu-Tyr peptide as substrate,B,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)c2ccc(COc3ccc4ncnc(Nc5cccc(c5)C#C)c4c3)cc2,,,CHEMBL3217617,MedChemComm,2012,"{'bei': '9.15', 'le': '0.16', 'lle': '-1.33', 'sei': '4.35'}",,CHEMBL3218000,4.44,False,http://www.openphacts.org/units/Nanomolar,2072336,=,1,True,=,,IC50,nM,,36000,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9,7.443697499232712,"(7,8]",active,C#Cc1cccc(Nc2ncnc3ccc(OCc4ccc(C(=O)Nc5ccccc5N)cc4)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,14543410.0,[],CHEMBL3226016,Inhibition of recombinant InsR (unknown origin) using poly-Glu-Tyr peptide as substrate,B,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)\C=C\c2ccn(c2)S(=O)(=O)c3ccc4ncnc(Nc5cccc(c5)C#C)c4c3,,,CHEMBL3217617,MedChemComm,2012,"{'bei': '8.21', 'le': '0.15', 'lle': '-0.24', 'sei': '3.32'}",CHEMBL3218001,,CHEMBL3218001,4.39,False,http://www.openphacts.org/units/Nanomolar,2072337.0,=,1.0,True,=,,IC50,nM,,41000,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9.0,7.3872161432802645,"(7,8]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14543410,[],CHEMBL3226016,Inhibition of recombinant InsR (unknown origin) using poly-Glu-Tyr peptide as substrate,B,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1NC(=O)\C=C\c2ccn(c2)S(=O)(=O)c3ccc4ncnc(Nc5cccc(c5)C#C)c4c3,,,CHEMBL3217617,MedChemComm,2012,"{'bei': '8.21', 'le': '0.15', 'lle': '-0.24', 'sei': '3.32'}",,CHEMBL3218001,4.39,False,http://www.openphacts.org/units/Nanomolar,2072337,=,1,True,=,,IC50,nM,,41000,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9,7.3872161432802645,"(7,8]",active,C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)Nc5ccccc5N)c4)cc23)c1,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,14645929.0,[],CHEMBL3270970,Inhibition of INSR (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,Cc1c(NC(=O)c2ccc(cc2)C(C)(C)C)cccc1c3nc(Nc4ccc(cc4)C(=O)N5CCOCC5)c6nc[nH]c6n3,,,CHEMBL3259754,Bioorg. Med. Chem. Lett.,2014,"{'bei': '8.54', 'le': '0.16', 'lle': '-1.05', 'sei': '4.03'}",CHEMBL3263640,,CHEMBL3263640,5.04,False,http://www.openphacts.org/units/Nanomolar,2102637.0,=,1.0,True,=,,IC50,nM,,9142,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9.0,8.038958783046688,"(8,9]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14645929,[],CHEMBL3270970,Inhibition of INSR (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,Cc1c(NC(=O)c2ccc(cc2)C(C)(C)C)cccc1c3nc(Nc4ccc(cc4)C(=O)N5CCOCC5)c6nc[nH]c6n3,,,CHEMBL3259754,Bioorg. Med. Chem. Lett.,2014,"{'bei': '8.54', 'le': '0.16', 'lle': '-1.05', 'sei': '4.03'}",,CHEMBL3263640,5.04,False,http://www.openphacts.org/units/Nanomolar,2102637,=,1,True,=,,IC50,nM,,9142,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9,8.038958783046688,"(8,9]",active,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,14652562.0,[],CHEMBL3266282,Inhibition of recombinant INSR (unknown origin) using fluorescent dye-labelled KKSRGDYMTMQIG peptide peptide as substrate after 1 hr by IMAP assay,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)ccnc2cc1OCCCN6CCOCC6,,,CHEMBL3259680,ACS Med. Chem. Lett.,2014,"{'bei': '10.55', 'le': '0.2', 'lle': '1.44', 'sei': '6.21'}",CHEMBL3263958,,CHEMBL3263958,6.77,False,http://www.openphacts.org/units/Nanomolar,2103046.0,=,1.0,True,=,,IC50,nM,,170,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9.0,9.769551078621726,"(9,10]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14652562,[],CHEMBL3266282,Inhibition of recombinant INSR (unknown origin) using fluorescent dye-labelled KKSRGDYMTMQIG peptide peptide as substrate after 1 hr by IMAP assay,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)ccnc2cc1OCCCN6CCOCC6,,,CHEMBL3259680,ACS Med. Chem. Lett.,2014,"{'bei': '10.55', 'le': '0.2', 'lle': '1.44', 'sei': '6.21'}",,CHEMBL3263958,6.77,False,http://www.openphacts.org/units/Nanomolar,2103046,=,1,True,=,,IC50,nM,,170,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9,9.769551078621726,"(9,10]",active,COc1cc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,14652563.0,[],CHEMBL3266282,Inhibition of recombinant INSR (unknown origin) using fluorescent dye-labelled KKSRGDYMTMQIG peptide peptide as substrate after 1 hr by IMAP assay,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,,,CHEMBL3259680,ACS Med. Chem. Lett.,2014,"{'bei': '11.32', 'le': '0.21', 'lle': '2.17', 'sei': '7.19'}",CHEMBL3263959,,CHEMBL3263959,7.41,False,http://www.openphacts.org/units/Nanomolar,2103047.0,=,1.0,True,=,,IC50,nM,,39,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9.0,10.4089353929735,"(10,11]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14652563,[],CHEMBL3266282,Inhibition of recombinant INSR (unknown origin) using fluorescent dye-labelled KKSRGDYMTMQIG peptide peptide as substrate after 1 hr by IMAP assay,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,,,CHEMBL3259680,ACS Med. Chem. Lett.,2014,"{'bei': '11.32', 'le': '0.21', 'lle': '2.17', 'sei': '7.19'}",,CHEMBL3263959,7.41,False,http://www.openphacts.org/units/Nanomolar,2103047,=,1,True,=,,IC50,nM,,39,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9,10.4089353929735,"(10,11]",active,COc1cc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
,14652566.0,[],CHEMBL3266282,Inhibition of recombinant INSR (unknown origin) using fluorescent dye-labelled KKSRGDYMTMQIG peptide peptide as substrate after 1 hr by IMAP assay,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(c4)c5cnn(C)c5)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,,,CHEMBL3259680,ACS Med. Chem. Lett.,2014,"{'bei': '7.72', 'le': '0.15', 'lle': '-0.29', 'sei': '4.6'}",CHEMBL3263962,,CHEMBL3263962,5.1,False,http://www.openphacts.org/units/Nanomolar,2103050.0,=,1.0,True,=,,IC50,nM,,7867,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9.0,8.10419084983087,"(8,9]",active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14652566,[],CHEMBL3266282,Inhibition of recombinant INSR (unknown origin) using fluorescent dye-labelled KKSRGDYMTMQIG peptide peptide as substrate after 1 hr by IMAP assay,B,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(c4)c5cnn(C)c5)cc3F)ccnc2cc1OCCCN6CCN(C)CC6,,,CHEMBL3259680,ACS Med. Chem. Lett.,2014,"{'bei': '7.72', 'le': '0.15', 'lle': '-0.29', 'sei': '4.6'}",,CHEMBL3263962,5.1,False,http://www.openphacts.org/units/Nanomolar,2103050,=,1,True,=,,IC50,nM,,7867,CHEMBL1981,Homo sapiens,Insulin receptor,9606,,,IC50,uM,UO_0000065,,9,8.10419084983087,"(8,9]",active,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5cnn(C)c5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x14544ba80>
